achúra,menudencias,menudencia,N,C,F,P
"ogaykegua,_ogaykepegua",vecina,vecino,N,C,F,S
"ogaykegua,_ogaykepegua",vecinas,vecino,N,C,F,P
"ogaykegua,_ogaykepegua",vecino,vecino,N,C,M,S
"ogaykegua,_ogaykepegua",vecinos,vecino,N,C,M,P
oguerekóva,tenedor,tenedor,N,C,M,S
oguerekóva,tenedores,tenedor,N,C,M,P
oguerekóva,propietaria,propietario,N,C,F,S
oguerekóva,propietarias,propietario,N,C,F,P
oguerekóva,propietario,propietario,N,C,M,S
oguerekóva,propietarios,propietario,N,C,M,P
ogyke,pared,pared,N,C,F,S
ogyke,paredes,pared,N,C,F,P
ogyke,muro,muro,N,C,M,S
ogyke,muros,muro,N,C,M,P
oha'uvõva,profeta,profeta,N,C,C,S
oha'uvõva,profetas,profeta,N,C,C,P
oha'uvõva,profetisa,profetisa,N,C,F,S
oha'uvõva,profetisas,profetisa,N,C,F,P
oha'uvõva,adivina,adivino,N,C,F,S
oha'uvõva,adivinas,adivino,N,C,F,P
oha'uvõva,adivino,adivino,N,C,M,S
oha'uvõva,adivinos,adivino,N,C,M,P
ohechapukúva,vidente,vidente,N,C,C,S
ohechapukúva,videntes,vidente,N,C,C,P
ohechapukúva,profeta,profeta,N,C,C,S
ohechapukúva,profetas,profeta,N,C,C,P
ohecháva,vidente,vidente,N,C,C,S
ohecháva,videntes,vidente,N,C,C,P
ohendúva,oyente,oyente,N,C,C,S
ohendúva,oyentes,oyente,N,C,C,P
ohendúva,oidor,oidor,N,C,M,S
ohendúva,oidora,oidor,N,C,F,S
ohendúva,oidoras,oidor,N,C,F,P
ohendúva,oidores,oidor,N,C,M,P
oikóva,habitante,habitante,N,C,C,S
oikóva,habitantes,habitante,N,C,C,P
oikóva,morador,morador,N,C,M,S
oikóva,moradora,morador,N,C,F,S
oikóva,moradoras,morador,N,C,F,P
oikóva,moradores,morador,N,C,M,P
oikóva,suceso,suceso,N,C,M,S
oikóva,sucesos,suceso,N,C,M,P
ojehúva,suceso,suceso,N,C,M,S
ojehúva,sucesos,suceso,N,C,M,P
ojohuguyre,parienta,pariente,N,C,F,S
ojohuguyre,parientas,pariente,N,C,F,P
ojohuguyre,pariente,pariente,N,C,C,S
ojohuguyre,parientes,pariente,N,C,C,P
"oka,_okaha",patio,patio,N,C,M,S
"oka,_okaha",patios,patio,N,C,M,P
"oka,_okaha",calle,calle,N,C,F,S
"oka,_okaha",calles,calle,N,C,F,P
"oka,_okaha",exterior,exterior,N,C,M,S
"oka,_okaha",exteriores,exterior,N,C,M,P
okay'úva,mateador,mateador,N,C,M,S
okay'úva,mateadora,mateador,N,C,F,S
okay'úva,mateadoras,mateador,N,C,F,P
okay'úva,mateadores,mateador,N,C,M,P
okyta,pilar,pilar,N,C,M,S
okyta,pilares,pilar,N,C,M,P
okyve'ỹ,seca,seca,N,C,F,S
okyve'ỹ,secas,seca,N,C,F,P
okyve'ỹ,sequía,sequía,N,C,F,S
okyve'ỹ,sequías,sequía,N,C,F,P
okára,campaña,campaña,N,C,F,S
okára,campañas,campaña,N,C,F,P
okára,campo,campo,N,C,M,S
okára,campos,campo,N,C,M,P
okára,exterior,exterior,N,C,M,S
okára,exteriores,exterior,N,C,M,P
okẽ,puerta,puerta,N,C,F,S
okẽ,puertas,puerta,N,C,F,P
okẽ,entrada,entrada,N,C,F,S
okẽ,entradas,entrada,N,C,F,P
okẽ,portón,portón,N,C,M,S
okẽ,portones,portón,N,C,M,P
ombopukuaáva,músico,músico,N,C,M,S
ombopukuaáva,músicos,músico,N,C,M,P
ombo'éva,docente,docente,N,C,C,S
ombo'éva,docentes,docente,N,C,C,P
opa,fin,fin,N,C,M,S
opa,fines,fin,N,C,M,P
opa,término,término,N,C,M,S
opa,términos,término,N,C,M,P
opaha,término,término,N,C,M,S
opaha,términos,término,N,C,M,P
opaha,fin,fin,N,C,M,S
opaha,fines,fin,N,C,M,P
opaha,confín,confín,N,C,M,S
opaha,confines,confín,N,C,M,P
oñehẽha,vertiente,vertiente,N,C,C,S
oñehẽha,vertientes,vertiente,N,C,C,P
oñoñe'ẽ,convenio,convenio,N,C,M,S
oñoñe'ẽ,convenios,convenio,N,C,M,P
oñoñe'ẽ,tratado,tratado,N,C,M,S
oñoñe'ẽ,tratados,tratado,N,C,M,P
oñoñe'ẽ,acuerdo,acuerdo,N,C,M,S
oñoñe'ẽ,acuerdos,acuerdo,N,C,M,P
paha,fin,fin,N,C,M,S
paha,fines,fin,N,C,M,P
paha,término,término,N,C,M,S
paha,términos,término,N,C,M,P
paha,conclusión,conclusión,N,C,F,S
paha,conclusiones,conclusión,N,C,F,P
paha,desenlace,desenlace,N,C,M,S
paha,desenlaces,desenlace,N,C,M,P
paha,remate,remate,N,C,M,S
paha,remates,remate,N,C,M,P
paha,terminación,terminación,N,C,F,S
paha,terminaciones,terminación,N,C,F,P
paje,magia,magia,N,C,F,S
paje,magias,magia,N,C,F,P
paje,hechicería,hechicería,N,C,F,S
paje,hechicerías,hechicería,N,C,F,P
paje,encantamiento,encantamiento,N,C,M,S
paje,encantamientos,encantamiento,N,C,M,P
paje,brujería,brujería,N,C,F,S
paje,brujerías,brujería,N,C,F,P
paje,embrujo,embrujo,N,C,M,S
paje,embrujos,embrujo,N,C,M,P
paje,hechizo,hechizo,N,C,M,S
paje,hechizos,hechizo,N,C,M,P
paje,sortilegio,sortilegio,N,C,M,S
paje,sortilegios,sortilegio,N,C,M,P
paje,maleficio,maleficio,N,C,M,S
paje,maleficios,maleficio,N,C,M,P
pakova,banana,banana,N,C,F,S
pakova,bananas,banana,N,C,F,P
pakova,plátano,plátano,N,C,M,S
pakova,plátanos,plátano,N,C,M,P
"pakova'a,_pakovakuã",banana,banana,N,C,F,S
"pakova'a,_pakovakuã",bananas,banana,N,C,F,P
"pakova'a,_pakovakuã",plátano,plátano,N,C,M,S
"pakova'a,_pakovakuã",plátanos,plátano,N,C,M,P
panambi,mariposa,mariposa,N,C,F,S
panambi,mariposas,mariposa,N,C,F,P
pane,desdicha,desdicha,N,C,F,S
pane,desdichas,desdicha,N,C,F,P
pane,desventura,desventura,N,C,F,S
pane,desventuras,desventura,N,C,F,P
pane,fracaso,fracaso,N,C,M,S
pane,fracasos,fracaso,N,C,M,P
pane,contratiempo,contratiempo,N,C,M,S
pane,contratiempos,contratiempo,N,C,M,P
pane,descalabro,descalabro,N,C,M,S
pane,descalabros,descalabro,N,C,M,P
pane,fatalidad,fatalidad,N,C,F,S
pane,fatalidades,fatalidad,N,C,F,P
para,mar,mar,N,C,C,S
para,mares,mar,N,C,M,P
pararã,ruido,ruido,N,C,M,S
pararã,ruidos,ruido,N,C,M,P
paráda,ostentación,ostentación,N,C,F,S
paráda,ostentaciones,ostentación,N,C,F,P
pa'i,sacerdote,sacerdote,N,C,M,S
pa'i,sacerdotes,sacerdote,N,C,M,P
pa'i,clérigo,clérigo,N,C,M,S
pa'i,clérigos,clérigo,N,C,M,P
pa'i,fraile,fraile,N,C,M,S
pa'i,frailes,fraile,N,C,M,P
pa'i,padre,padre,N,C,M,S
pa'i,padres,padre,N,C,M,P
pa'i,señor,señor,N,C,M,S
pa'i,señora,señor,N,C,F,S
pa'i,señoras,señor,N,C,F,P
pa'i,señores,señor,N,C,M,P
pa'i,amiga,amigo,N,C,F,S
pa'i,amigas,amigo,N,C,F,P
pa'i,amigo,amigo,N,C,M,S
pa'i,amigos,amigo,N,C,M,P
pa'irã,seminarista,seminarista,N,C,M,S
pa'irã,seminaristas,seminarista,N,C,M,P
pa'ã,obstrucción,obstrucción,N,C,F,S
pa'ã,obstrucciones,obstrucción,N,C,F,P
pa'ã,atolladero,atolladero,N,C,M,S
pa'ã,atolladeros,atolladero,N,C,M,P
pa'ã,dificultad,dificultad,N,C,F,S
pa'ã,dificultades,dificultad,N,C,F,P
pa'ãha,atolladero,atolladero,N,C,M,S
pa'ãha,atolladeros,atolladero,N,C,M,P
pa'ũ,distancia,distancia,N,C,F,S
pa'ũ,distancias,distancia,N,C,F,P
pa'ũ,vacío,vacío,N,C,M,S
pa'ũ,vacíos,vacío,N,C,M,P
pa'ũ,rendija,rendija,N,C,F,S
pa'ũ,rendijas,rendija,N,C,F,P
pa'ũ,paso,paso,N,C,M,S
pa'ũ,pasos,paso,N,C,M,P
pa'ũ,ranura,ranura,N,C,F,S
pa'ũ,ranuras,ranura,N,C,F,P
pa'ũ,abertura,abertura,N,C,F,S
pa'ũ,aberturas,abertura,N,C,F,P
pa'ũ,brecha,brecha,N,C,F,S
pa'ũ,brechas,brecha,N,C,F,P
pehẽ,pedazo,pedazo,N,C,M,S
pehẽ,pedazos,pedazo,N,C,M,P
pehẽ,trozo,trozo,N,C,M,S
pehẽ,trozos,trozo,N,C,M,P
pehẽngue,pedazo,pedazo,N,C,M,S
pehẽngue,pedazos,pedazo,N,C,M,P
pehẽngue,parte,parte,N,C,C,S
pehẽngue,partes,parte,N,C,C,P
pehẽngue,trozo,trozo,N,C,M,S
pehẽngue,trozos,trozo,N,C,M,P
pehẽngue,sector,sector,N,C,M,S
pehẽngue,sectores,sector,N,C,M,P
pehẽngue,tramo,tramo,N,C,M,S
pehẽngue,tramos,tramo,N,C,M,P
pehẽngue,segmento,segmento,N,C,M,S
pehẽngue,segmentos,segmento,N,C,M,P
pehẽngue,tajada,tajada,N,C,F,S
pehẽngue,tajadas,tajada,N,C,F,P
pehẽngue,fragmento,fragmento,N,C,M,S
pehẽngue,fragmentos,fragmento,N,C,M,P
pehẽngue,fracción,fracción,N,C,F,S
pehẽngue,fracciones,fracción,N,C,F,P
pehẽngue,sección,sección,N,C,F,S
pehẽngue,secciones,sección,N,C,F,P
pehẽngue,rebanada,rebanada,N,C,F,S
pehẽngue,rebanadas,rebanada,N,C,F,P
pehẽngue,retazo,retazo,N,C,M,S
pehẽngue,retazos,retazo,N,C,M,P
pehẽnguemi,pizca,pizca,N,C,F,S
pehẽnguemi,pizcas,pizca,N,C,F,P
pehẽngue'i,partícula,partícula,N,C,F,S
pehẽngue'i,partículas,partícula,N,C,F,P
pehẽ'ã,corte,corte,N,C,C,S
pehẽ'ã,cortes,corte,N,C,C,P
pehẽ'ã,tajo,tajo,N,C,M,S
pehẽ'ã,tajos,tajo,N,C,M,P
peju,soplo,soplo,N,C,M,S
peju,soplos,soplo,N,C,M,P
pejuha,abanico,abanico,N,C,M,S
pejuha,abanicos,abanico,N,C,M,P
pejuha,pantalla,pantalla,N,C,F,S
pejuha,pantallas,pantalla,N,C,F,P
pejuha,ventilador,ventilador,N,C,M,S
pejuha,ventiladores,ventilador,N,C,M,P
pekue,ancho,ancho,N,C,M,S
pekue,anchos,ancho,N,C,M,P
pekue,anchura,anchura,N,C,F,S
pekue,anchuras,anchura,N,C,F,P
peno,roncha,roncha,N,C,F,S
peno,ronchas,roncha,N,C,F,P
peno,moretón,moretón,N,C,M,S
peno,moretones,moretón,N,C,M,P
pepiru,invitación,invitación,N,C,F,S
pepiru,invitaciones,invitación,N,C,F,P
pepo,ala,ala,N,C,F,S
pepo,alas,ala,N,C,F,P
pere,peladura,peladura,N,C,F,S
pere,peladuras,peladura,N,C,F,P
pere,cicatrices,cicatriz,N,C,F,P
pere,cicatriz,cicatriz,N,C,F,S
pere,marca,marca,N,C,F,S
pere,marcas,marca,N,C,F,P
perere,ruido,ruido,N,C,M,S
perere,ruidos,ruido,N,C,M,P
perevy,ijar,ijar,N,C,M,S
perevy,ijares,ijar,N,C,M,P
perevy,bazo,bazo,N,C,M,S
perevy,bazos,bazo,N,C,M,P
perevy,páncreas,páncreas,N,C,M,N
pesẽngue,parte,parte,N,C,C,S
pesẽngue,partes,parte,N,C,C,P
pesẽngue,pedazo,pedazo,N,C,M,S
pesẽngue,pedazos,pedazo,N,C,M,P
pete,golpe,golpe,N,C,M,S
pete,golpes,golpe,N,C,M,P
pete,pescozón,pescozón,N,C,M,S
pete,pescozones,pescozón,N,C,M,P
pete,palmada,palmada,N,C,F,S
pete,palmadas,palmada,N,C,F,P
peteĩha,singularidad,singularidad,N,C,F,S
peteĩha,singularidades,singularidad,N,C,F,P
petỹ,tabaco,tabaco,N,C,M,S
petỹ,tabacos,tabaco,N,C,M,P
pichoro,borrachera,borrachera,N,C,F,S
pichoro,borracheras,borrachera,N,C,F,P
pichy,fricción,fricción,N,C,F,S
pichy,fricciones,fricción,N,C,F,P
pichãi,pellizco,pellizco,N,C,M,S
pichãi,pellizcos,pellizco,N,C,M,P
pijoha,comezón,comezón,N,C,F,S
pijoha,comezones,comezón,N,C,F,P
pijoha,picazón,picazón,N,C,F,S
pijoha,picazones,picazón,N,C,F,P
pijoha,malestar,malestar,N,C,M,S
pijoha,malestares,malestar,N,C,M,P
pijoha,desazón,desazón,N,C,F,S
pijoha,desazones,desazón,N,C,F,P
piky,sardina,sardina,N,C,F,S
piky,sardinas,sardina,N,C,F,P
pila'i,debilidad,debilidad,N,C,F,S
pila'i,debilidades,debilidad,N,C,F,P
pila'i,cansancio,cansancio,N,C,M,S
pila'i,cansancioos,cansancio,N,C,M,P
pila'i,cansancios,cansancio,N,C,M,P
pinda,anzuelo,anzuelo,N,C,M,S
pinda,anzuelos,anzuelo,N,C,M,P
pindoty,palmar,palmar,N,C,M,S
pindoty,palmares,palmar,N,C,M,P
pini,peca,peca,N,C,F,S
pini,pecas,peca,N,C,F,P
pini,tatuaje,tatuaje,N,C,M,S
pini,tatuajes,tatuaje,N,C,M,P
pipi,irritación,irritación,N,C,F,S
pipi,irritaciones,irritación,N,C,F,P
pira,peces,pez,N,C,C,P
pira,pez,pez,N,C,C,S
pira,pescado,pescado,N,C,M,S
pira,pescados,pescado,N,C,M,P
piraju,dorado,dorado,N,C,M,S
piraju,dorados,dorado,N,C,M,P
pirakutuha,pescador,pescador,N,C,M,S
pirakutuha,pescadora,pescador,N,C,F,S
pirakutuha,pescadoras,pescador,N,C,F,P
pirakutuha,pescadores,pescador,N,C,M,P
pirapire,plata,plata,N,C,F,S
pirapire,platas,plata,N,C,F,P
pirapire,dinero,dinero,N,C,M,S
pirapire,dineros,dinero,N,C,M,P
pirapire,moneda,moneda,N,C,F,S
pirapire,monedas,moneda,N,C,F,P
pirarembi'u,carnada,carnada,N,C,F,S
pirarembi'u,carnadas,carnada,N,C,F,P
pire,piel,piel,N,C,F,S
pire,pieles,piel,N,C,F,P
pire,cutis,cutis,N,C,M,N
pire,cutises,cutis,N,C,M,P
pire,cuero,cuero,N,C,M,S
pire,cueros,cuero,N,C,M,P
pire,corteza,corteza,N,C,F,S
pire,cortezas,corteza,N,C,F,P
pire,hollejo,hollejo,N,C,M,S
pire,hollejos,hollejo,N,C,M,P
pire,vaina,vaina,N,C,F,S
pire,vainas,vaina,N,C,F,P
pire,pelleja,pellejo,N,C,F,S
pire,pellejas,pellejo,N,C,F,P
pire,pellejo,pellejo,N,C,M,S
pire,pellejos,pellejo,N,C,M,P
pire,escama,escama,N,C,F,S
pire,escamas,escama,N,C,F,P
pire,tegumento,tegumento,N,C,M,S
pire,tegumentos,tegumento,N,C,M,P
pirekue,piel,piel,N,C,F,S
pirekue,pieles,piel,N,C,F,P
pirekue,hollejo,hollejo,N,C,M,S
pirekue,hollejos,hollejo,N,C,M,P
pirekue,pelleja,pellejo,N,C,F,S
pirekue,pellejas,pellejo,N,C,F,P
pirekue,pellejo,pellejo,N,C,M,S
pirekue,pellejos,pellejo,N,C,M,P
pirekue,mondadura,mondadura,N,C,F,S
pirekue,mondaduras,mondadura,N,C,F,P
pirekúi,peladura,peladura,N,C,F,S
pirekúi,peladuras,peladura,N,C,F,P
pire'o,peladura,peladura,N,C,F,S
pire'o,peladuras,peladura,N,C,F,P
pire'o,escoriación,escoriación,N,C,F,S
pire'o,escoriaciones,escoriación,N,C,F,P
piri,junco,junco,N,C,M,S
piri,juncos,junco,N,C,M,P
piri,estera,estera,N,C,F,S
piri,esteras,estera,N,C,F,P
piripe,espadaña,espadaña,N,C,F,S
piripe,espadañas,espadaña,N,C,F,P
pirivevýi,junco,junco,N,C,M,S
pirivevýi,juncos,junco,N,C,M,P
piro'y,frescura,frescura,N,C,F,S
piro'y,frescuras,frescura,N,C,F,P
piro'y,bienestar,bienestar,N,C,M,S
piro'y,bienestares,bienestar,N,C,M,P
piro'yha,refresco,refresco,N,C,M,S
piro'yha,refrescos,refresco,N,C,M,P
piro'ysã,frescura,frescura,N,C,F,S
piro'ysã,frescuras,frescura,N,C,F,P
piru,sequedad,sequedad,N,C,F,S
piru,sequedades,sequedad,N,C,F,P
piru'a,ampolla,ampolla,N,C,F,S
piru'a,ampollas,ampolla,N,C,F,P
piru'a,viruela,viruela,N,C,F,S
piru'a,viruelas,viruela,N,C,F,P
pirãi,piraña,piraña,N,C,F,S
pirãi,pirañas,piraña,N,C,F,P
pirĩ,escalofrío,escalofrío,N,C,M,S
pirĩ,escalofríos,escalofrío,N,C,M,P
pirĩ,sobresalto,sobresalto,N,C,M,S
pirĩ,sobresaltos,sobresalto,N,C,M,P
pitikiri'i,riñón,riñón,N,C,M,S
pitikiri'i,riñones,riñón,N,C,M,P
pititi,peca,peca,N,C,F,S
pititi,pecas,peca,N,C,F,P
pititi,pinta,pinta,N,C,F,S
pititi,pintas,pinta,N,C,F,P
pititi,tiña,tiña,N,C,F,S
pititi,tiñas,tiña,N,C,F,P
pituva,torpeza,torpeza,N,C,F,S
pituva,torpezas,torpeza,N,C,F,P
pituva,incapacidad,incapacidad,N,C,F,S
pituva,incapacidades,incapacidad,N,C,F,P
piã,abandono,abandono,N,C,M,S
piã,abandonos,abandono,N,C,M,P
piã,ausencia,ausencia,N,C,F,S
piã,ausencias,ausencia,N,C,F,P
po,mano,mano,N,C,F,S
po,manos,mano,N,C,F,P
poapi,trompada,trompada,N,C,F,S
poapi,trompadas,trompada,N,C,F,P
poapu'a,puño,puño,N,C,M,S
poapu'a,puños,puño,N,C,M,P
pochy,ira,ira,N,C,F,S
pochy,iras,ira,N,C,F,P
pochy,enojo,enojo,N,C,M,S
pochy,enojos,enojo,N,C,M,P
pochy,cólera,cólera,N,C,C,S
pochy,cóleras,cólera,N,C,C,P
pochy,rabia,rabia,N,C,F,S
pochy,rabias,rabia,N,C,F,P
poepy,recompensa,recompensa,N,C,F,S
poepy,recompensas,recompensa,N,C,F,P
poguasuke,grosor,grosor,N,C,M,S
poguasuke,grosores,grosor,N,C,M,P
poguy,mando,mando,N,C,M,S
poguy,mandos,mando,N,C,M,P
poguy,dominio,dominio,N,C,M,S
poguy,dominios,dominio,N,C,M,P
poguy,cuidado,cuidado,N,C,M,S
poguy,cuidados,cuidado,N,C,M,P
poguy,potestad,potestad,N,C,F,S
poguy,potestades,potestad,N,C,F,P
poguy,tutela,tutela,N,C,F,S
poguy,tutelas,tutela,N,C,F,P
poguypegua,súbdita,súbdito,N,C,F,S
poguypegua,súbditas,súbdito,N,C,F,P
poguypegua,súbdito,súbdito,N,C,M,S
poguypegua,súbditos,súbdito,N,C,M,P
poguypegua,subalterna,subalterno,N,C,F,S
poguypegua,subalternas,subalterno,N,C,F,P
poguypegua,subalterno,subalterno,N,C,M,S
poguypegua,subalternos,subalterno,N,C,M,P
poguypegua,subordinada,subordinado,N,C,F,S
poguypegua,subordinadas,subordinado,N,C,F,P
poguypegua,subordinado,subordinado,N,C,M,S
poguypegua,subordinados,subordinado,N,C,M,P
poguyrõ,traición,traición,N,C,F,S
poguyrõ,traiciones,traición,N,C,F,P
poguyrõhára,tramposa,tramposo,N,C,F,S
poguyrõhára,tramposas,tramposo,N,C,F,P
poguyrõhára,tramposo,tramposo,N,C,M,S
poguyrõhára,tramposos,tramposo,N,C,M,P
poguyrõhára,traidor,traidor,N,C,M,S
poguyrõhára,traidora,traidor,N,C,F,S
poguyrõhára,traidoras,traidor,N,C,F,P
poguyrõhára,traidores,traidor,N,C,M,P
pohanoha,remedio,remedio,N,C,M,S
pohanoha,remedios,remedio,N,C,M,P
pohanoha,medicina,medicina,N,C,F,S
pohanoha,medicinas,medicina,N,C,F,P
pohanohára,doctor,doctor,N,C,M,S
pohanohára,doctora,doctor,N,C,F,S
pohanohára,doctoras,doctor,N,C,F,P
pohanohára,doctores,doctor,N,C,M,P
pohanohára,médica,médico,N,C,F,S
pohanohára,médicas,médico,N,C,F,P
pohanohára,médico,médico,N,C,C,S
pohanohára,médicos,médico,N,C,C,P
pohanohára,curandera,curandero,N,C,F,S
pohanohára,curanderas,curandero,N,C,F,P
pohanohára,curandero,curandero,N,C,M,S
pohanohára,curanderos,curandero,N,C,M,P
pohanohára,farmacéutica,farmacéutico,N,C,F,S
pohanohára,farmacéuticas,farmacéutico,N,C,F,P
pohanohára,farmacéutico,farmacéutico,N,C,M,S
pohanohára,farmacéuticos,farmacéutico,N,C,M,P
pohyikue,peso,peso,N,C,M,S
pohyikue,pesos,peso,N,C,M,P
pohyikue,pesadeces,pesadez,N,C,F,P
pohyikue,pesadez,pesadez,N,C,F,S
pohã,remedio,remedio,N,C,M,S
pohã,remedios,remedio,N,C,M,P
pohã,medicamento,medicamento,N,C,M,S
pohã,medicamentos,medicamento,N,C,M,P
pohã,medicina,medicina,N,C,F,S
pohã,medicinas,medicina,N,C,F,P
pohãjuka,veneno,veneno,N,C,M,S
pohãjuka,venenos,veneno,N,C,M,P
pohãmano,veneno,veneno,N,C,M,S
pohãmano,venenos,veneno,N,C,M,P
pohãngy'u,anticonceptivo,anticonceptivo,N,C,M,S
pohãngy'u,anticonceptivos,anticonceptivo,N,C,M,P
pojava,prisa,prisa,N,C,F,S
pojava,prisas,prisa,N,C,F,P
pojava,rapideces,rapidez,N,C,F,P
pojava,rapidez,rapidez,N,C,F,S
pojava,prontitud,prontitud,N,C,F,S
pojava,prontitudes,prontitud,N,C,F,P
pojava,apuro,apuro,N,C,M,S
pojava,apuros,apuro,N,C,M,P
pojera,generosidad,generosidad,N,C,F,S
pojera,generosidades,generosidad,N,C,F,P
pojera,liberalidad,liberalidad,N,C,F,S
pojera,liberalidades,liberalidad,N,C,F,P
pojoapy,arma,arma,N,C,F,S
pojoapy,armas,arma,N,C,F,P
pojopy,saludo,saludo,N,C,M,S
pojopy,saludos,saludo,N,C,M,P
pokarẽ,trampa,trampa,N,C,F,S
pokarẽ,trampas,trampa,N,C,F,P
pokarẽ,engaño,engaño,N,C,M,S
pokarẽ,engaños,engaño,N,C,M,P
pokarẽ,fraude,fraude,N,C,M,S
pokarẽ,fraudes,fraude,N,C,M,P
pokatu,milagro,milagro,N,C,M,S
pokatu,milagros,milagro,N,C,M,P
pokatu,poder,poder,N,C,M,S
pokatu,poderes,poder,N,C,M,P
pokatu,potencia,potencia,N,C,F,S
pokatu,potencias,potencia,N,C,F,P
pokoka,bastón,bastón,N,C,M,S
pokoka,bastones,bastón,N,C,M,P
pokoka,báculo,báculo,N,C,M,S
pokoka,báculos,báculo,N,C,M,P
pokuaa,conocimiento,conocimiento,N,C,M,S
pokuaa,conocimientos,conocimiento,N,C,M,P
pokuaa,saber,saber,N,C,M,S
pokuaa,saberes,saber,N,C,M,P
pokuaa,ciencia,ciencia,N,C,F,S
pokuaa,ciencias,ciencia,N,C,F,P
pokuaa,costumbre,costumbre,N,C,F,S
pokuaa,costumbres,costumbre,N,C,F,P
pokuaha,grillo,grillo,N,C,M,S
pokuaha,grillos,grillo,N,C,M,P
pokuaha,esposa,esposo,N,C,F,S
pokã,falta,falta,N,C,F,S
pokã,faltas,falta,N,C,F,P
pokã,escaseces,escasez,N,C,F,P
pokã,escasez,escasez,N,C,F,S
pomboja,ladrón,ladrón,N,C,M,S
pomboja,ladrona,ladrón,N,C,F,S
pomboja,ladronas,ladrón,N,C,F,P
pomboja,ladrones,ladrón,N,C,M,P
pomboty,puño,puño,N,C,M,S
pomboty,puños,puño,N,C,M,P
pomombo,derroche,derroche,N,C,M,S
pomombo,derroches,derroche,N,C,M,P
popaje,milagro,milagro,N,C,M,S
popaje,milagros,milagro,N,C,M,P
popegua,propina,propina,N,C,F,S
popegua,propinas,propina,N,C,F,P
popete,palmada,palmada,N,C,F,S
popete,palmadas,palmada,N,C,F,P
popo,trote,trote,N,C,M,S
popo,trotes,trote,N,C,M,P
popore,huella,huella,N,C,F,S
popore,huellas,huella,N,C,F,P
popu'a,puño,puño,N,C,M,S
popu'a,puños,puño,N,C,M,P
popy,lado,lado,N,C,M,S
popy,lados,lado,N,C,M,P
popĩa,aguijón,aguijón,N,C,M,S
popĩa,aguijones,aguijón,N,C,M,P
popĩa,veneno,veneno,N,C,M,S
popĩa,venenos,veneno,N,C,M,P
popĩa,ponzoña,ponzoña,N,C,F,S
popĩa,ponzoñas,ponzoña,N,C,F,P
porandu,pregunta,pregunta,N,C,F,S
porandu,preguntas,pregunta,N,C,F,P
porandu,interrogación,interrogación,N,C,F,S
porandu,interrogaciones,interrogación,N,C,F,P
porandupyrã,adivinanza,adivinanza,N,C,F,S
porandupyrã,adivinanzas,adivinanza,N,C,F,P
porandupyrã,disquisición,disquisición,N,C,F,S
porandupyrã,disquisiciones,disquisición,N,C,F,P
porandupyrã,examen,examen,N,C,M,S
porandupyrã,exámenes,examen,N,C,M,P
poravi,destino,destino,N,C,M,S
poravi,destinos,destino,N,C,M,P
poravo,elección,elección,N,C,F,S
poravo,elecciones,elección,N,C,F,P
poravo,voto,voto,N,C,M,S
poravo,votos,voto,N,C,M,P
poravo,opción,opción,N,C,F,S
poravo,opciones,opción,N,C,F,P
poravo,selección,selección,N,C,F,S
poravo,selecciones,selección,N,C,F,P
poravoha,elector,elector,N,C,M,S
poravoha,electora,elector,N,C,F,S
poravoha,electoras,elector,N,C,F,P
poravoha,electores,elector,N,C,M,P
poravoha,opción,opción,N,C,F,S
poravoha,opciones,opción,N,C,F,P
poravoha,elección,elección,N,C,F,S
poravoha,elecciones,elección,N,C,F,P
poravokuaa,opción,opción,N,C,F,S
poravokuaa,opciones,opción,N,C,F,P
pore,rastro,rastro,N,C,M,S
pore,rastros,rastro,N,C,M,P
pore,huella,huella,N,C,F,S
pore,huellas,huella,N,C,F,P
pore,marca,marca,N,C,F,S
pore,marcas,marca,N,C,F,P
pore,señal,señal,N,C,F,S
pore,señales,señal,N,C,F,P
pore,secuela,secuela,N,C,F,S
pore,secuelas,secuela,N,C,F,P
poreno,coito,coito,N,C,M,S
poreno,coitos,coito,N,C,M,P
pore'ỹ,ausencia,ausencia,N,C,F,S
pore'ỹ,ausencias,ausencia,N,C,F,P
pore'ỹ,abandono,abandono,N,C,M,S
pore'ỹ,abandonos,abandono,N,C,M,P
pore'ỹ,inasistencia,inasistencia,N,C,F,S
pore'ỹ,inasistencias,inasistencia,N,C,F,P
pore'ỹ,privación,privación,N,C,F,S
pore'ỹ,privaciones,privación,N,C,F,P
poriahuvereko,compasión,compasión,N,C,F,S
poriahuvereko,compasiones,compasión,N,C,F,P
poriahuvereko,piedad,piedad,N,C,F,S
poriahuvereko,piedades,piedad,N,C,F,P
poriahuvereko,misericordia,misericordia,N,C,F,S
poriahuvereko,misericordias,misericordia,N,C,F,P
poriahuvereko,clemencia,clemencia,N,C,F,S
poriahuvereko,clemencias,clemencia,N,C,F,P
poroapo,miramiento,miramiento,N,C,M,S
poroapo,miramientos,miramiento,N,C,M,P
poroapytĩ,atadura,atadura,N,C,F,S
poroapytĩ,ataduras,atadura,N,C,F,P
poroapytĩ,compromiso,compromiso,N,C,M,S
poroapytĩ,compromisos,compromiso,N,C,M,P
poroguerosapukáiva,pregonera,pregonero,N,C,F,S
poroguerosapukáiva,pregoneras,pregonero,N,C,F,P
poroguerosapukáiva,pregonero,pregonero,N,C,M,S
poroguerosapukáiva,pregoneros,pregonero,N,C,M,P
porojukaha,homicida,homicida,N,C,C,S
porojukaha,homicidas,homicida,N,C,C,P
