las reservas , ñongatupykuéra
aznar ,aznar
asegura ,omoañete *
está ,oiko *
forma ,ysaja
ve ,ve
obligado ,obligado
de ,de
cintura ,rumby
para ,omombyta *
poder ,pokatu
ver ,ver
todo ,todo
el público , henduhára
rodea ,rodea
destaca ,destaca
de ,de
para ,opyta *
declaraciones ,ñemombe'ukuéra
favor ,apoporãmby
de su partido ,i_ ñembosarái _gui
de ,de
pirata ,pirata
pañuelo ,ñetĩhyiha
en la cabeza , ruvicha _pe
pendiente ,pendiente
parche ,ñembovyvy
en el ojo , tesa _pe
y ,ha
loro ,loro
a el hombro , tati'y _pe
el presidente , mburuvicha
de ,de
no ,no
y ,ha
de ,de
paseó ,oguatakuri *
pasado ,pasado
de ,de
sería el partido ,sería  ñembosarái
más ,más
y ,ha
y ,ha
empataban ,ombojojami *
por la provincia , teta'i rupi
de ,de
conocida ,conocida
en las islas , ypa'ũnguéra _pe
como ,ha'u *
ha ,oime *
montado ,montado
electoral ,electoral
misma ,ae
denomina ,ombohéra *
y ,ha
traslada ,orova *
barrios ,tekohakuéra
pueblos ,tetamakuéra
y ,ha
pedanías ,pedanías
para ,opyta *
el voto , poravo
para ,opyta *
electores ,electores
más ,más
alternativos ,alternativos
presenta ,okuave'ẽ *
de ,de
a la cabeza , akã _me
reivindica ,reivindica
la ,la
como ,akaru *
elemento ,elemento
humano ,humano
libre ,ae
pensador ,pensador
con sus virtudes ,i_ tekoporãnguéra ndive
y ,ha
sus defectos ,i_ marãnguéra
y ,ha
pide su voto ,ojerure * i_ poravo
para ,opyta *
centra ,omombyte *
gansa ,guarimbe
el vino , kaguy
y ,ha
con la intención , rembipota ndive
de ,de
humor ,teko
desaprensivo ,desaprensivo
los márgenes comerciales , tembe'ykuéra comerciales
mayoristas ,mayoristas
y ,ha
minoristas ,minoristas
de los precios , tepykuéra _gui
y ,ha
la cebolla , so'ojosopy
registraron ,opovyvykuri *
fuertes ,mbarete
subidas ,mba'epu'ãnguéra
dicho ,ñe'enga
trabajo ,tembiapo
experimentaron los márgenes de las frutas ,experimentaron  tembe'ykuéra  ‘akuéra _gua
y ,ha
hortalizas ,ka'avokuéra
es ,oha'e *
decir ,decir
la diferencia , joavy
los precios , tepykuekuéra
origen ,ypykue
y ,ha
y ,ha
como ,añemboapyte *
de ,de
semanas ,arapokõindykuéra
de los alimentos hortofrutícolas , tembi'ukuéra hortofrutícolas _gui
puesto ,koty'i
el margen mayorista , tembe'y mayorista
de este producto ,ko tembiapokue _gui
creció ,opu'ãkuri *
ciento ,ciento
respecto a el año anterior ,respecto  arajere mboyvegua _pe
tanto ,tanto
el margen minorista , tembe'y minorista
incrementó ,ombohetavekuri *
ciento ,ciento
de el año , arajere _gua
pasado ,pasado
el precio , repy
de ,de
fresón ,fresón
y ,ha
de ,de
venta ,mba'eñemu
las ,las
pesetas ,pesetas
kilo ,kilo
cuanto ,cuanto
el margen mayorista , tembe'y mayorista
elevó ,omopu'ãkuri *
ciento ,ciento
y ,ha
ciento ,ciento
y ,ha
la mayor diferencia , juavy guasuve
el precio , repy
origen ,ypykue
y ,ha
de ,de
venta ,ñemu
fue ,oha'ekuri *
de ,de
pesetas ,pesetas
kilo ,kilo
el margen mayorista , tembe'y mayorista
de la cebolla , so'ojosopy _gua
subió ,ojupikuri *
ciento ,ciento
y ,ha
ciento ,ciento
y ,ha
el precio , tepykue
origen ,ypy
y ,ha
de ,de
venta ,ñemu
a el público , temirendu _pe
llegó ,oguahẽkuri *
de ,de
pesetas ,pesetas
kilo ,kilo
las mismas fuentes , ykuakuéra ae
los márgenes , tembe'ykuéra
de ,de
de ,de
ciento ,ciento
y ,ha
ciento ,ciento
de ,de
ciento ,ciento
y ,ha
un avance ,un avance
de ,de
ciento ,ciento
ciento ,ciento
y ,ha
pero ,jepéramo
ciento ,ciento
de el pimiento verde , ky'ỹi peky _gui
de ,de
ciento ,ciento
de el margen mayorista , tembe'y mayorista _gua
y ,ha
de ,de
ciento ,ciento
de ,de
las ,las
dejaron un incremento ,dejaron un incremento
de ,de
ciento ,ciento
de ,de
y ,ha
de ,de
ciento ,ciento
más ,más
los márgenes mayoristas , tembe'ykuéra mayoristas
subieron ,ombojupikuri *
ciento ,ciento
pero ,jepéramo
ciento ,ciento
dos ,dos
ciento ,ciento
y ,ha
ciento ,ciento
el margen mayorista subió , tembe'y mayorista ojupikuri *
ciento ,ciento
y ,ha
ciento ,ciento
las diferencias , tembijoavykuéra
el precio , tepy
origen ,ypykue
y ,ha
a el público , techahára _pe
acortaron ,omombykykuri *
el margen mayorista bajó , tembe'y mayorista orojykuri *
ciento ,ciento
y ,ha
redujo ,omombykykuri *
ciento ,ciento
mandarinas ,mandarinas
ciento ,ciento
y ,ha
dos ,dos
ciento ,ciento
el margen mayorista , tembe'y mayorista
cayó ,okukúikuri *
ciento ,ciento
pero ,jepéramo
ciento ,ciento
las ,las
fuentes ,ykuakuéra
de ,de
aprobó ,oneĩkuri *
hoy ,ko'ára
toma ,jepyhy
conocimiento ,pokuaa
de la resolución , tembiapoukapy _gua
de ,de
de ,de
de ,de
la ,la
de ,de
la ,la
de ,de
atraviesa ,atraviesa
grave ,pohýi
crisis ,crisis
de ,de
de ,de
causa de la caída ,ombojehu *  je'a _gui
de los precios , repykuéra _gui
de el caucho , mangaisy _gua
en los mercados internacionales , ñemuhakuéra internacionales _pe
lo ,lo
ha ,oime *
de los países productores , tetãnguéra productores _gua
más ,más
importantes ,importantes
por estas razones ,ã kuaahakuéra rehe
de ,de
adoptó ,adoptó
de ,de
de ,de
septiembre ,septiembre
de ,de
de ,de
la ,la
resolución ,tembiapoukapy
ordena ,omohenda *
de ,de
trabajo ,mba'apo
reunirá ,omboatyt *
para ,ojoko *
el futuro , tenondegua
de la cooperación internacional , pytyvõ internacional _gui
relación ,jokuaa
con el caucho natural , mangaisy natural ndive
de ,de
seguirá ,omoñat *
para ,ojoko *
cabo ,yvyakua
y ,ha
de ,de
ha ,oime *
ha ,oime *
de ,de
votos ,poravokuéra
tendencia ,tendencia
alza ,alza
ha ,oĩ *
y ,ha
ha ,oime *
porque ,ajeve
ha ,oime *
votos ,poravokuéra
significa ,o‘ese *
no hemos ,noroĩri *
perdido ,perdido
fuerzas ,mbaretekuekuéra
sino ,sino
tanto ,tanto
ha ,oĩ *
costa ,tembe'y
de ,de
ha ,oĩ *
afirmado ,afirmado
ha ,oime *
en la provincia , teta'i _pe
de ,de
iremos ,rohot *
defenderemos ,ropytyvõt *
pero ,jepéramo
claro ,satĩ
frente ,renonde
de ,de
ha ,oĩ *
de ,de
por su parte ,i_ pesẽngue rupi
de ,de
aspiraba ,opotami *
ha ,oĩ *
nos ,nos
apena ,opy'apy *
haya ,haya
este escaño ,ko apyka
nos ,nos
merece ,merece
todo ,todo
nuestro respeto ,ñane momorã
de ,de
de ,de
la ,la
abogó ,abogó
hoy ,ko'ára
rápida ,kyre'ỹ
y ,ha
financiación ,financiación
de ,de
mantenimiento ,ñemyatyrõ
de ,de
paz ,joayhujoa
de ,de
las ,las
es ,oha'e *
crucial ,crucial
de ,de
los ,los
cascos ,cascos
azules ,chovy
esa afirmación fue ,ku ñemoañete oha'ekuri *
por el presidente , mburuvicha rehe
de ,de
turno ,ha
de ,de
de ,de
de ,de
la ,la
una sesión ,una sesión
hoy ,ko'ára
sobre el papel , kuatia ári
de ,de
los ,los
cascos ,cascos
azules ,chovy
de ,de
desmovilización ,desmovilización
desarme ,desarme
y ,ha
reintegración ,reintegración
de ,de
complació ,complació
de ,de
haya ,haya
una implicación ,una implicación
más ,más
activa ,kyre'ỹ
de ,de
e ,ha
instó a el resto ,instó  tuguare _pe
de ,de
instituciones ,instituciones
financieras ,financieras
internacionales ,internacionales
la necesidad , kotevẽmby
de una rápida financiación ,una financiación kyre'ỹ _gua
fue ,ohokuri *
puesta ,ñemoĩ
de ,de
manifiesto ,manifiesto
por el secretario general , tembiguái pavẽ rupi
de ,de
la ,la
ante ,ante
embargo ,embargo
de ,de
no recogió en su declaración ,ndopo'oikuri * i_ ñemombe'u _pe
de ,de
en el sentido , andu _pe
de ,de
de ,de
gran ,gran
capacidad ,tembiapokuaa
disuasoria ,disuasoria
los ,los
cascos ,cascos
azules ,chovy
las peticiones , jerurekuéra
de ,de
rápida ,pya'e
y ,ha
financiación ,financiación
coinciden con la apertura ,oñe'ẽjoja *  jepe'aha _ndi
hoy ,ko'ára
de ,de
cuotas ,cuotas
los ,los
miembros ,miembros
de ,de
la ,la
deben ,deben
de ,de
de ,de
mantenimiento ,ñemyatyrõ
de la paz , kirirĩ _gua
de ,de
pidió ,ojerurekuri *
una revisión ,una revisión
considera ,considera
su país paga ,i_ tetã omyengovia *
de ,de
cree ,orovia *
las partes , pehẽnguekuéra
implicadas ,implicadas
de ,de
paz ,akãguapy
tienen ,oguereko *
su compromiso político ,i_ poroapytĩ político
como ,ajepy'ajoko *
condición ,condición
previa ,raẽ
a el envío , ñemondo _pe
de ,de
cascos ,cascos
azules ,chovy
reafirma ,reafirma
y ,ha
deben ,deben
lugar ,tekoha
la confianza necesaria para , jerovia kotevẽpyre omombyta *
las armas , pojoapykuéra
agregó ,omoĩvekuri *
la declaración presidencial destaca , ñemombe'u presidencial destaca
la ayuda internacional es , pytyvõ internacional oha'e *
necesaria ,ñeikotevẽva
y ,ha
social ,jojapy
de ,de
desmovilización ,desmovilización
desarme ,desarme
y ,ha
reintegración ,reintegración
debe ,debe
para ,omombyta *
los ,los
cascos ,cascos
azules ,chovy
la transición , ñemoambue
de ,de
mantenimiento ,ñemyatyrõ
de la paz , pytu'u _gua
de ,de
construcción ,construcción
de la paz , py'aguapy _gua
para ,opyta *
esos objetivos ,umi jejaporãnguéra
los ,los
miembros ,miembros
de ,de
de ,de
opinan ,opinan
los mandatos , tembiapoukapykuéra
dados ,dados
los ,los
cascos ,cascos
azules ,chovy
deben ,deben
y ,ha
de ,de
la ,la
deben ,deben
de ,de
de ,de
lo ,lo
y ,ha
reintegración ,reintegración
meta ,meta
la ,la
de ,de
para ,opyta *
la ,la
debe ,debe
de ,de
de ,de
mantenimiento ,ñemyatyrõ
de la paz , mytuẽ _gui
es ,oha'e *
juicio ,apytu'ũ
de ,de
decisión ,decisión
el tráfico ilegal , ñemu kañy
de ,de
armas ,pojoapykuéra
ligeras ,ha'eve
conflicto ,conflicto
el pleno empleo para , mba'apo pleno opyta *
de ,de
años ,arajerekuéra
y ,ha
el desarrollo masivo , ñakãrapu'ã masivo
de ,de
exigen ,exigen
cambios ,ñembyekoviakuéra
y ,ha
esfuerzos ,ñeha'ãnguéra
el presidente , mburuvicha
de ,de
y ,ha
homólogos ,homólogos
europeos ,europeos
acordaron ,acordaron
la ,la
de ,de
por un incidente ,un incidente rehe
vasco ,vasco
trató ,oñe'ẽkuri *
de ,de
de ,de
tinta ,tinta
roja ,pytã
el pleno empleo estuvo , mba'apo pleno oimekuri *
candelero ,candelero
en las conversaciones , mongetakuéra _pe
de ,de
con los interlocutores sociales , ñomongetávakuéra jojapy _ndi
y ,ha
sindicatos ,sindicatos
esta semana ,ko arapokõindy
y ,ha
y ,ha
cerrarán ,ombotyt *
término ,apýra
de ,de
la ,la
de ,de
felicitó ,orohorykuri *
de ,de
las conclusiones , pahakuéra
de la reunión , atyha _gua
de ,de
forma ,ta'anga
mayoritaria ,mayoritaria
de ,de
reforma ,ñembopyahu
económica ,económica
y ,ha
consideró ,consideró
asumibles ,asumibles
para ,opyta *
todos los objetivos ,todos los objetivos
en esta cumbre ,ko tu'ã _me
aznar ,aznar
reconoció ,okuaakuri *
habría ,habría
más ,más
rápido ,kyre'ỹ
de ,de
sectores ,pehẽnguekuéra
pero ,jepéramo
consideró ,consideró
positivo ,positivo
el resultado , tembiapokue
hoy ,ko'ára
en esta materia ,ko mba'e _pe
en la medida , ta'ãha _pe
el documento , kuatia
de ,de
conclusiones ,pahakuéra
compromete ,oporoapytĩ *
los ,los
de ,de
mercados ,ñemuhakuéra
y ,ha
y ,ha
la ,la
ha ,oĩ *
irreversible ,irreversible
de estas declaraciones ,ã ñemombe'ukuéra _gua
escapó ,opykúikuri *
de ,de
tinta ,tinta
roja ,pytã
lanzó ,oitykuri *
joven ,peky
activista ,activista
de los grupos , atykuéra _gui
de ,de
apoyo a los presos ,apytyvõ *  ka'irãimeguakuéra _pe
de ,de
y ,ha
estrelló ,estrelló
contra ,contra
la pared , ogyke
detenido ,detenido
los ,los
acordaron ,acordaron
y ,ha
de ,de
de ,de
la ,la
justo ,marangatu
de la guerra , ñorairõ _gua
de ,de
esta semana ,ko arapokõindy
el futuro comandante , mburuvicha upeigua
de la fuerza multinacional , mbarete multinacional _gua
fue ,ohokuri *
audiencia ,temirendu
y ,ha
de ,de
de ,de
a su nuevo puesto ,i_ koty'i pyahu _pe
celebró ,orohorykuri *
la ,la
reunión ,no'õ
de ,de
la ,la
de ,de
miembros ,miembros
hombres ,karaikuéra
y ,ha
mujeres ,kuñanguéra
de ,de
dirección ,dirección
de el partido , ñembosarái _gui
la ,la
mantuvo un primer contacto ,omongarukuri * un contacto primer
de ,de
la ,la
federación ,joapy
importancia ,importancia
militantes ,militantes
y ,ha
y ,ha
no ,no
embargo ,embargo
ex ,ex
presidente ,mburuvicha
reiteró ,reiteró
irrevocable ,naipohãiva
y ,ha
diversos colectivos leyeron un manifiesto ,diversos colectivos omoñe'ẽkuri * un manifiesto
de ,de
protesta ,ñe'ẽnguru
contra ,contra
la guerra , ñorairõ
las sanciones económicas , ñembohepykuéra económicas
la ,la
y ,ha
de ,de
los ,los
frente ,tova
de este país ,ko tetã _gui
aliados ,aliados
los ,los
el secretario general , tembiguái pavẽ
de ,de
presentó ,oguerukuri *
de ,de
la ,la
experiencia ,tembiasakue
de el acuerdo , ñe'ẽjoaju _gua
y ,ha
como ,akaru *
de ,de
trascendencia ,trascendencia
relación ,jokuaa
la ,la
de ,de
de ,de
la ,la
para ,ojoko *
de ,de
derechas ,yvi
de ,de
recordó ,oñanga'ukuri *
hoy ,ko'ára
no puede ,ndoikatui *
haber ,haber
una compatibilidad ,una compatibilidad
de ,de
trabajo ,ñemba'apo
político ,político
vías ,guatahakuéra
democráticas ,democráticas
pacíficas ,py'aguapy
códigos ,códigos
de ,de
imposición ,jejopy
lo ,lo
una eventual recuperación ,una recuperación tapiagua'ỹ
de ,de
período ,período
de ,de
distensión ,distensión
propició la tregua ,propició  pytu'u
dependerá ,osaingot *
sobre ,sobre
todo ,todo
participó ,omomarandukuri *
hoy ,ko'ára
en la reunión , ko'i _pe
celebra ,orohory *
la ,la
de su partido ,i_ ñembosarái _gui
para ,ojoko *
balance ,balance
y ,ha
cargos ,cargos
públicos ,ojekuaáva
de la reunión , ñembuaty _gua
de ,de
de ,de
prensa ,jopyha
la ,la
dijo ,ho'ytakuri *
no puede ,ndopojáiri *
político ,político
militar ,militar
es ,oha'e *
la ,la
lleva ,ogueraha *
porque ,ajeve
las vías deben , tapekuéra deben
ser ,ser
claras ,sakã
únicas ,año
e ,ha
inequívocas ,inequívocas
y ,ha
deben ,deben
ser ,ser
políticas ,políticas
y ,ha
democráticas ,democráticas
en este sentido ,ko andu _pe
recalcó ,ojetu'ukuri *
ha ,oime *
con la ruptura , jeka ndive
de la tregua , pytu'u _gua
y ,ha
ha ,oĩ *
un elemento clave para ,un elemento clave ojoko *
los esfuerzos , ñepia'ãnguéra
de las fuerzas nacionalistas , mbaretekuekuéra nacionalistas _gui
frutos ,‘akuéra
comentó ,comentó
de ,de
de ,de
o ,térã
partidos ,ñembosaráikuéra
en su opinión ,i_ ñeimo'ã _me
son ,pu
los ,los
más ,más
están ,oime *
los efectos , ra'ykuekuéra
de ,de
la ,la
no ,no
distensión ,distensión
han ,oime *
más ,más
han ,oĩ *
invertido ,invertido
para ,ojoko *
criticó ,okaguaikuri *
la respuesta , mbohovái
de el presidente , mburuvicha _gua
de ,de
y ,ha
basada ,basada
la ,la
libre ,sãso
adhesión ,joaju
y ,ha
para el dirigente nacionalista ,opyta *  myenondehára nacionalista
de ,de
irreal ,irreal
y ,ha
estrategia ,estrategia
de ,de
pobre ,oikotevẽva
hace ,omba'apo *
va ,oho *
haber ,haber
profundidad ,typy
y ,ha
perspectiva ,perspectiva
de ,de
parte ,pehẽngue
de ,de
de ,de
un conflicto ,un conflicto
y ,ha
piensan ,oimo'ã *
no tiene ,ndoguerekoi *
derecho ,karẽ'y
libre ,sã'ỹ
y ,ha
su futuro ,i_ tenondegua
afirmó ,afirmó
no parece ,nohi'ãi *
las posiciones , ñeĩhakuéra
de ,de
vista ,tesa
democrático ,democrático
si ,si
no es ,ndoha'ei *
posible ,ikatúva
a estas alturas ,ko'ã yvatekuekuéra _pe
no ,no
la existencia , tekove
de un conflicto ,un conflicto _gua
de ,de
naturaleza ,naturaleza
política ,política
es un indicador bien ,oha'e * un bien indicador
triste ,asy
a el parecer , temimo'ã _me
realizará ,ojapot *
concluyó ,omombakuri *
luis ,luis
entrenador ,entrenador
de ,de
no pudo ,ndoikatuikuri *
su partido ,i_ ñembosarái
número ,número
la ,la
española ,española
como ,ajepy'ajoko *
jugador ,jugador
y ,ha
como ,akaru *
técnico ,técnico
y ,ha
de ,de
descenso ,jeguejy
a el conjunto asturiano , aty asturiano _pe
de ,de
la ,la
casa ,óga
y ,ha
peor ,vaive
domicilio ,domicilio
lo ,lo
decidieron ,decidieron
autor ,apohára
de ,de
dos ,dos
tantos ,tantos
y ,ha
firmó ,firmó
uno ,ambojoaju *
tiene ,oreko *
la ,la
presente ,oiméva
impuso ,impuso
y ,ha
consecutiva ,consecutiva
y ,ha
su historia ,i_ tembiasakue
terreno ,yvypegua
ha ,oĩ *
empates ,empates
y ,ha
derrotas ,mbuepotikuéra
y ,ha
suma ,suma
dianas ,dianas
lo ,lo
va ,oho *
de ,de
volvió ,ojevykuri *
sentir ,sentir
el sabor , he
de ,de
cinco ,cinco
jornadas ,jornadas
consiguió un empate ,oikokatukuri * un empate
frente ,renonde
y ,ha
puso ,omoĩkuri *
fin ,opaha
madridista ,madridista
de ,de
de ,de
había ,oimemi *
encadenado ,encadenado
victorias ,victorias
ligueras ,ligueras
consecutivas ,consecutivas
fue ,ohokuri *
la primera vez , jevy primera
partido ,ñembosarái
de ,de
de ,de
gracias ,apoporãmbykuéra
dos ,dos
tantos ,tantos
hizo ,omba'apokuri *
puntos ,puntos
en su visita ,i_ temiandu _pe
y ,ha
arrebató el tercer puesto de la clasificación ,opohekýikuri *  koty'i tercer  ñemohenda _gui
llevaba ,orahami *
jornadas ,jornadas
fue el primer triunfo de el conjunto aragonés ,ohokuri *  tupyty primer  no'õ aragonés _gua
había ,oimemi *
cinco ,cinco
ocasiones ,jakuéra
y ,ha
de ,de
derrotas ,mbuepotikuéra
y ,ha
dos ,dos
empates ,empates
perdió ,omokañykuri *
ante ,ante
y ,ha
sigue ,omuña *
ocasiones ,jakuéra
de ,de
derrotas ,mbuepotikuéra
y ,ha
empates ,empates
entrenador ,entrenador
de ,de
ha ,oime *
ganado ,tymba
perdido ,perdido
las ,las
cinco ,cinco
veces ,hakuéra
ha ,oĩ *
a el conjunto , aty _pe
dirige ,osãmbyhy *
de ,de
no pudo ,ndokuaaikuri *
casa ,óga
ante ,ante
y ,ha
aumentó ,ombohetakuri *
de ,de
jornadas ,jornadas
consecutivas ,consecutivas
lleva ,oraha *
ha ,oĩ *
sobre ,sobre
jornada ,jornada
de ,de
ha ,oĩ *
cinco ,cinco
puntos ,puntos
de ,de
posibles ,ikatúva
sobre ,sobre
de ,de
sirve ,opytyvõ *
para ,opyta *
de ,de
descenso ,jeguejy
y ,ha
de ,de
la ,la
de ,de
cinco ,cinco
jornadas ,jornadas
de ,de
es ,oha'e *
preocupante ,preocupante
los hombres , kuimba'ekuéra
entrena ,entrena
no han ,noimei *
ganado ,tymba
de ,de
últimos ,últimos
compromisos ,poroapytĩnguéra
ligueros ,ligueros
y ,ha
vencieron ,opyrũkuri *
y ,ha
y ,ha
sitúan en una zona ,omoĩ * una zona _pe
de la tabla , yvyrape _gua
permite ,omboaje *
y ,ha
siguen a el borde ,omoña *  tembe'y _pe
de el abismo , tugua'ỹ _gua
la ,la
de ,de
continúa ,continúa
domicilio ,domicilio
ser ,ser
más ,más
partidos ,ñembosaráikuéra
ha ,oime *
ganado ,tymba
no consigue ,nomoingoi *
de los puestos , koty'ikuéra _gua
de ,de
descenso ,jeguejy
de ,de
de ,de
la ,la
ha ,oime *
día ,ára
de ,de
ayuda a el club ,opytyvõ *  klu _pe
contra ,contra
club ,klu
de ,de
había ,oĩmi *
para ,omombyta *
de ,de
abril ,abril
informó ,ombohesape'akuri *
hoy ,ko'ára
el presidente donostiarra , mburuvicha donostiarra
suscitó la semana ,suscitó  arapokõindy
pasada ,jehasa
una gran polémica ,una polémica gran
en los últimos partidos , ñembosaráikuéra últimos _pe
la ,la
casa ,óga
había ,oimemi *
a los socios , irũnguéra _pe
dos ,dos
entradas ,reikekuéra
adicionales ,adicionales
de ,de
mil ,mil
pesetas ,pesetas
y ,ha
de ,de
luis ,luis
compareció ,compareció
hoy ,ko'ára
rueda ,rueda
de ,de
prensa ,jopyha
explicó ,omohesakãkuri *
de ,de
el día , ára
de ,de
ayuda a el club ,opytyvõ *  klu _pe
fue ,ohokuri *
adoptada ,adoptada
para ,opyta *
de ,de
tranquilidad ,py'aguapy
y ,ha
sosiego ,pytu'u
necesario ,kotevẽpyre
para ,omombyta *
el final , apy
de ,de
temporada ,temporada
es ,oha'e *
evidente ,evidente
añadió ,ombojuapykuri *
de ,de
el día , ára
de ,de
ayuda a el club ,opytyvõ *  klu _pe
no ha ,noimei *
entendida ,entendida
y ,ha
ha ,oĩ *
un clima ,un clima
nada ,nada
beneficioso ,beneficioso
el presidente explicó , mburuvicha omosakãkuri *
da ,ombojára *
todo tipo ,todo tipo
de ,de
polémicas ,polémicas
para ,omombyta *
un clima ,un clima
de ,de
crispación ,crispación
en estos momentos ,ã sapy'akuéra _pe
lo ,lo
queremos ,jaja'e *
es ,oha'e *
tranquilidad ,py'aguapy
sosiego ,py'aguapy
y ,ha
unión ,joapy
recalcó el máximo mandatario ,ojetu'ukuri *  jokuaipy tuichaiteve
realista ,realista
dijo ,ho'ytakuri *
no ,no
constancia ,constancia
de ,de
de ,de
u ,térã
haya ,haya
interesado ,interesado
de ,de
de ,de
a el frente , renonde _pe
ratificó en su puesto ,ratificó i_ koty'i _pe
dijo ,ho'ytakuri *
va ,oho *
de ,de
la ,la
de ,de
dudas ,py'amokõinguéra
tiene ,oreko *
contrato ,contrato
de ,de
junio ,junio
de ,de
no presentará ,nokuave'ẽit *
alegaciones ,alegaciones
ante ,ante
de ,de
a el jugador , ha'ãra _pe
de ,de
los servicios jurídicos , pytyvõnguéra jurídicos
de el club , klu _gua
entienden ,oñe'ẽkumby *
función ,función
de las imágenes , ta'angakuéra _gui
de este encuentro ,ko ñuvaitĩ _gui
no existe ,noimei *
posibilidad ,ja
jurídica ,jurídica
ha ,oime *
de ,de
canales ,ygarapekuéra
temáticos ,temáticos
de ,de
televisión ,ta'angambyry
de ,de
desarrollará una página ,omopu'ãt * una página
de ,de
colaboración ,pytyvõ
la ,la
de ,de
el presidente , mburuvicha
y ,ha
el secretario general , pytyvõhára pavẽ
de ,de
la ,la
y ,ha
visitaron ,opoandukuri *
hoy ,ko'ára
el centro , mbyte
de ,de
producción ,producción
tiene ,oguereko *
para ,opyta *
el estado , ñeĩ
de ,de
media ,mbytere
produce ,omoheñói *
canales ,ygarapekuéra
temáticos ,temáticos
como ,ha'u *
y ,ha
tiene ,oreko *
proyecto ,jejapose
fútbol ,fútbol
de ,de
a los deportes , ñembosaráikuéra _pe
las autoridades estadounidenses , tendotakuéra estadounidenses
de ,de
reiteraron ,reiteraron
hoy ,ko'ára
los familiares , ogapypeguakuéra
de el niño náufrago , mitã'i náufrago _gui
cubano ,cubano
deben ,deben
escrito ,tembikuatia
si ,si
pierden una apelación ,ombyai * una apelación
para ,opyta *
de ,de
de ,de
y ,ha
de ,de
sureste ,sureste
de ,de
de ,de
prensa ,jopyha
las leyes estadounidenses requieren , tembiapoukapykuéra estadounidenses requieren
garantías ,jeroviaukakuéra
escrito ,kuatia
de ,de
la persona , avaite
tiene un permiso provisional ,oguereko * un permiso provisional
de ,de
estancia ,estancia
cumplirá con los términos ,omboajet *  apykuéra _ndi
de ,de
mismo ,ae
las garantías , jeroviaukakuéra
buscamos ,japovyvykuri *
de ,de
tío ,tio
abuelo ,tamói
es ,oha'e *
de ,de
traspaso ,ñembohasa
de ,de
caso ,caso
de ,de
de ,de
apelaciones ,apelaciones
de ,de
una decisión adversa ,una decisión pane
precisó la funcionaria ,okotevẽkuri *  tembijokuái
garcía ,garcía
anunció ,oñandukakuri *
mañana ,pyharevekue
miércoles ,miércoles
reunirá ,omono'õt *
funcionarios ,tembijokuáikuéra
de ,de
y ,ha
de ,de
de ,de
de ,de
los ,los
y ,ha
esperamos ,jajeroviakuri *
razonables ,razonables
para ,opyta *
de ,de
de los familiares , ogapypeguakuéra _gua
de ,de
negaron ,ombotovekuri *
hoy ,ko'ára
con la petición , jerure ndive
de ,de
la ,la
de el niño , mitã'i _gua
y ,ha
las medidas , ta'ãnguéra
será ,oha'et *
a su padre ,i_ ru _pe
ha ,oime *
de ,de
estancia ,estancia
de ,de
este ,kuarahysẽ
para ,omombyta *
de ,de
repatriación ,repatriación
lo ,lo
reclama su padre ,reclama i_ pa'i
garcía ,garcía
resaltó ,ombokuaavekuri *
tiene ,oreko *
autoridad ,tendota
para ,opyta *
ha ,oĩ *
alternativas ,alternativas
para ,omombyta *
más ,más
traumas ,traumas
a el niño , mitãkuimba'e _pe
uno ,ajoapy *
de ,de
sobrevivientes ,sobrevivientes
de un naufragio ,un naufragio _gui
de ,de
inmigrantes ,inmigrantes
ilegales ,kañy
cubanos ,cubanos
en las costas , tembe'ykuéra _pe
de ,de
noviembre ,noviembre
pasado ,pasado
murió su madre ,opytupakuri * i_ sy
de ,de
de ,de
hemos ,hemos
tratado ,oñoñe'ẽ
de ,de
sus intereses ,i_ kuaasekuéra
de ,de
una revisión ,una revisión
en la corte , mboja'o _pe
de ,de
apelaciones ,apelaciones
expresó ,ho'ytakuri *
la funcionaria instó , tembijokuái instó
las partes , pehẽnguekuéra
juntos ,juntos
para ,ojoko *
y ,ha
los lazos , joajukuéra
padre ,taita
e ,ha
hijo ,ra'a
y ,ha
con las leyes , tembiapoukapykuéra ndive
de ,de
los ,los
de los familiares , ogapeguakuéra _gua
de ,de
dijo a la prensa ,ho'ytakuri *  jopyha _pe
no ,no
sabe ,sabe
de ,de
está ,oĩ *
órdenes ,tembiapoukapykuéra
la secretaria , pytyvõhára
de ,de
o ,térã
de ,de
o ,térã
de ,de
el presidente cubano apoya , mburuvicha cubano ombojeko *
los esfuerzos , jepytasokuéra
de el padre , túva _gua
para ,omombyta *
a su hijo ,i_ ta'ýra _pe
molesto ,angekói
preguntó ,oporandukuri *
quiere ,opota *
de esta familia ,ko ogapypegua _gui
referencia ,referencia
ha ,oime *
cuidado ,poguy
de el niño , mitãkuimba'e _gua
de ,de
noviembre ,noviembre
han ,oĩ *
negado ,negado
escrito ,tembihai
porque ,ajeve
no ha ,noimei *
su día ,hi'_ ára
la ,la
el juez federal , yvyraja federal
dictaminó ,dictaminó
hace ,ojapo *
dos ,dos
semanas ,arapokõindykuéra
la secretaria , pytyvõha
de ,de
tiene ,oguereko *
competencia ,competencia
y ,ha
ha ,oime *
con su padre ,i_ ru ndive
a la isla , ypa'ũ _me
los familiares , ogapypeguakuéra
de ,de
han ,oĩ *
apelado ,apelado
ante ,ante
de ,de
de ,de
ante ,ante
de ,de
de ,de
de ,de
estancia ,estancia
