las reservas , ñongatupykuéra
tuvieron ,oguerekokuri *
lo ,lo
paraba ,ojokomi *
todo ,todo
la segunda parte comenzó , vo segunda oñepyrũkuri *
dos ,dos
claras ,sakã
ocasiones ,jakuéra
para ,opyta *
los ,los
de ,de
una de ,una de
disparo a el larguero ,aha'ã *  larguero _pe
de ,de
el empate , empate
de ,de
la ,la
grada por la afición madrileña ,grada  afición madrileña rupi
espoleó ,espoleó
los ,los
de ,de
tanto ,tanto
los ,los
pocos minutos ,pocos minutos
adelantó en el marcador ,omotenondekuri *  marcador _pe
con un soberbio tanto ,un tanto jero _ndi
de ,de
para ,ojoko *
en la videoteca , videoteca _pe
dedicó ,dedicó
homenaje ,temikuave'ẽ
a los jugadores , ha'ãrakuéra _pe
acaban ,omohu'ã *
contrato ,contrato
eran ,oha'emi *
retirados ,retirados
para ,ojoko *
por el público , henduhára rehe
caso ,caso
de ,de
y ,ha
entraron ,osururukuri *
para ,ojoko *
sus últimos minutos ,i_ minutos últimos
con la camiseta blanca , kamisa'i morotĩ _ndi
caso de el serbio ,amomenda *  serbio _gui
si ,si
encontró con la suerte ,ojohukuri *  po'a _ndi
de ,de
cara ,cara
con la lesión , lesión ndive
de ,de
en el minuto , minuto _pe
y ,ha
los ,los
cambios ,ñembyekoviakuéra
en el cuadro local , cuadro apegua _pe
dejó ,dejó
los ,los
últimos ,últimos
minutos ,minutos
hombres ,yvypórakuéra
sobre el terreno , terreno ári
de ,de
juego ,ñeha'ã
final ,pahague
de el choque , ñembota _gua
la afición , afición
de ,de
lanzó a el terreno ,opoikuri *  terreno _pe
de ,de
juego ,ñembosarái
para ,opyta *
junto a los jugadores ,ambojuapy *  ha'ãrakuéra _pe
de ,de
más ,más
sufrida ,sufrida
permanencia ,jepyta
certificó ,certificó
de ,de
el último atentado , atentado último
de ,de
con el asesinato , jejuka ndive
de el concejal , concejal _gua
de ,de
y ,ha
la cumbre , tu'ã
son las noticias ,oha'e *  marandukuéra
más ,más
hoy ,ko'ára
por la prensa , jopyha rupi
de ,de
titula ,titula
portada ,portada
dispara otra vez contra ,ojapi * otra jey contra
rememora ,omandu'a *
con el nuevo puente , yvyvovo pyahu ndive
portuario ,portuario
bajo el mar ,arojy *  para
desvelará ,okerape'at *
viejos ,tuja
misterios ,jekuaa'ỹnguéra
en su editorial ,i_ editorial _pe
comenta ,comenta
el atentado , atentado
de ,de
debería ,debería
ser ,ser
un revulsivo para ,un revulsivo opyta *
los partidos demócratas , ñembosaráikuéra demócratas
sobre la necesidad , kotevẽ ári
de ,de
la unidad , unidad
y ,ha
opina ,opina
el anuncio , marandu
de ,de
vasco ,vasco
de ,de
las iniciativas , iniciativas
el sindicato , sindicato
o ,térã
de ,de
para ,omombyta *
la memoria , mandu'a
de ,de
no ,no
trata de un giro ,oñemu * un jere _gua
necesita ,okotevẽ *
este anuncio ,ko marandu
un paso ,un pyrũ
principio de el fin ,añepyrũ *  opa _gui
de un error ,un javy _gui
incluye en su primera página ,omoinge * h_# página primera _pe
una gran foto ,una foto gran
con el concejal , concejal ndive
de ,de
en el suelo , yvy _pe
y ,ha
cubierto ,cubierto
por una sabana ,una sabana rehe
y ,ha
el titular , titular
mata otra vez ,ojuka * otra jey
el editorialista denuncia , editorialista okuaauka *
de el último atentado , atentado último _gua
reflejará ,ojajáit *
de ,de
nuevo ,pyahu
su gran paradoja ,ij_ paradoja gran
unánime ,pavẽ
clamor ,sapukái
social ,jojapy
por la paz , mytuẽ rupi
frente ,renonde
desacuerdo de los políticos ,desacuerdo  políticos _gua
sobre ,sobre
cómo ,cómo
destaca en su apertura ,destaca i_ jepe'a _pe
retoma la ofensiva contra ,orojevy *  ofensiva contra
a un concejal ,un concejal _pe
de ,de
deja la puerta ,deja  okẽ
a un futuro pacto ,un ñe'ẽme'ẽ upeigua _me
sobre ,sobre
defensa ,defensa
antimisiles ,antimisiles
y ,ha
las empresas aplazan la salida , empresas omboare *  ñesẽ
causa de la inestabilidad ,ombojehu *  inestabilidad _gua
de los mercados , ñemuhakuéra _gua
en su editorial ,i_ editorial _pe
subraya ,subraya
esta nueva muerte acentúa ,ko te'õ pyahu acentúa
más ,más
el fatalismo , fatalismo
porque ,ajeve
las opciones democráticas han , poravokuaakuéra democráticas oĩ *
perdido ,perdido
protagonismo ,protagonismo
el fatalismo crece en las calles , fatalismo opu'ã *  okakuéra _pe
de ,de
a el lado , popy _pe
de el miedo , chuchu _gua
y ,ha
la crispación , crispación
y ,ha
añade ,ombojuapy *
con el asesinato , jejuka ndive
de ,de
retoma la ofensiva contra ,orojevy *  ofensiva contra
no había ,noĩrimi *
parado ,parado
la ,la
contra ,contra
la ,la
intensificará ,intensificará
el argentino , argentino
no pudo ,noikatuikuri *
hoy ,ko'ára
a el marroquí , marroquí _pe
cabeza ,akã
de ,de
serie ,tysýi
número ,número
en los octavos , octavos _pe
de ,de
final ,paha
de ,de
mejor ,porãve
a la intensa lluvia , ama mbarete _pe
azotó la capital francesa ,ombyepotikuri *  capital francesa
las malas condiciones , condiciones pochy
meteorológicas ,meteorológicas
habían ,oimemi *
mucho la pista ,mucho la pista
motivaron ,motivaron
más ,más
de una ocasión ,una ja _gui
la suspensión , suspensión
de el partido , ñembosarái _gua
pero ,jepéramo
fue ,ohokuri *
el marroquí , marroquí
perdía ,ombyaimi *
y ,ha
decidió ,decidió
la pista , rapykuere
la organización , organización
de el torneo , ñembohovái _gui
anunció ,okuaaukakuri *
el partido quedaba , ñembosarái opytami *
mañana ,pyhareve
miércoles ,miércoles
agarré el tren ,akuãchaĩkuri *  tren
para ,ojoko *
había ,oimemi *
asegurado ,asegurado
el argentino jugador , argentino jugador
de ,de
años ,arajerekuéra
la tercera ronda a el eslovaco , tercera otavahu *  eslovaco _pe
y ,ha
así ,ajapyhykuri *
lo ,lo
demostró ,demostró
los minutos , minutos
de ,de
juego ,ñeha'ã
hoy ,ko'ára
este año ha ,ko arajere oime *
ganado ,tymba
el torneo , ñembohovái
de ,de
y ,ha
la semifinal , semifinal
de ,de
es el único argentino ,oha'e *  argentino año
liza ,liza
edición ,edición
de los internacionales , internacionales _gua
de ,de
la eliminación , eliminación
de ,de
compatriotas ,tetãyguakuéra
fueron ,ohokuri *
torneo los argentinos ,amboapu'a *  argentinos
y ,ha
ningún argentino ha ,ningún argentino oĩ *
a los cuartos , kotykuéra _pe
de ,de
final ,pahague
de ,de
este ,kuarahysẽ
lo ,lo
de ,de
ocupa el vigésimo sexto ,ojokuái *  sexto vigésimo
lugar ,mamo
en la clasificación mundial , ñemohenda mundial _pe
había ,oĩmi *
ganado ,tymba
en sus anteriores rondas ,i_ rondas mboyvegua _pe
parisienses ,parisienses
a el checo , checo _pe
y ,ha
a el alemán , alemán _pe
y ,ha
ha ,oime *
un total ,un total
de ,de
sets ,sets
de ,de
años ,arajerekuéra
había ,oĩmi *
por su parte ,i_ pesẽngue rupi
a el australiano , australiano _pe
a el argentino , argentino _pe
y ,ha
a el francés , francés _pe
los ,los
enfrentamientos ,ñembohovakekuéra
había ,oimemi *
venció ,opyrũkuri *
este año ,ko arajere
y ,ha
pero ,jepéramo
inclinó ,omboyke'ãkuri *
ante ,ante
y ,ha
un año ,un arajere
el hecho , jehupyre
de ,de
ambos jugadores ,ambos ha'ãrakuéra
entrenador ,entrenador
en la figura , ta'anga _pe
de ,de
de ,de
la ,la
y ,ha
el nivel , jojaha
de su último enfrentamiento ,i_ ñembohovake último _gui
hace ,ojapo *
meses ,jasykuéra
hará ,ojapot *
mejor ,porãve
comentó ,comentó
de ,de
tendrá ,orekot *
cuartos ,cuartos
de ,de
final ,paha
a el ganador , ganador _pe
de el partido , ñembosarái _gua
el español , karaiñe'ẽ
y ,ha
el australiano , australiano
número ,número
de el mundo , yvóra _gui
y ,ha
el jugador , ha'ãra
más ,más
títulos ,títulos
ha ,oĩ *
ganado ,tymba
este año ,ko arajere
este partido ,ko ñembosarái
desarrollaba a el mismo tiempo ,omopu'ãmi *  ára ae _pe
de ,de
sí ,sí
continuó ,continuó
pesar ,mbyasy
de la lluvia , ama _gui
caía ,ho'ami *
sobre el estadio parisiense , estadio parisiense ári
fue ,oha'ekuri *
falta ,falta
de ,de
luz ,tesape
ventaja ,changui
de ,de
y ,ha
el argentino ha , argentino oime *
perdido ,perdido
los ,los
partidos ,ñembosaráikuéra
ha ,oĩ *
contra ,contra
el año , arajere
pasado ,pasado
y ,ha
en los torneos , ñembohováikuéra _pe
de ,de
y ,ha
y ,ha
ha ,oĩ *
con el australiano , australiano ndive
dedicó su segundo día ,dedicó hi'_ ára segundo
de ,de
estancia ,estancia
oficial ,oficial
a la provincia , teta'i _pe
de ,de
conoció las vías ,okuaakuri *  guatahakuéra
por sus habitantes ,ij_ yvypórakuéra rupi
para ,ojoko *
el desequilibrio económico , desequilibrio económico
y ,ha
social ,jojapy
sufre la provincia ,orasy *  teta'i
los problemas , problemas
genera el envejecimiento progresivo de su población ,genera  envejecimiento progresivo i_ táva _gua
el aislamiento , aislamiento
viven ,oikove *
de sus municipios ,iñ_ municipios _gua
y ,ha
su despoblación ,h_# despoblación
o ,térã
los problemas , problemas
en las comunicaciones , momarandukuéra _pe
fueron ,ohokuri *
temas ,ñe'ẽmbyrãnguéra
desfilaron ,desfilaron
las ,las
mesas ,mesas
de ,de
trabajo ,ñemba'apo
presidió ,presidió
hoy ,ko'ára
por el presidente , mburuvicha rupi
de ,de
la ,la
debe ,debe
otra posibilidad ,otra ja
para ,opyta *
y ,ha
para ,ojoko *
no ,no
la de , de
dinámica ,kyre'ỹ
y ,ha
pujante ,mbarete
afirmó ,afirmó
hoy ,ko'ára
en el ayuntamiento , ayuntamiento _pe
de la capital turolense , capital turolense _gua
de el mensaje , tembi'euka _gui
de ,de
ánimo ,py'a
dirigió a los habitantes ,osãmbyhykuri *  yvypórakuéra _pe
de esta provincia ,ko teta'i _gui
el programa , programa
de ,de
trabajo ,mba'apo
de ,de
llevó ,oguerahakuri *
hoy ,ko'ára
a las poblaciones , tetãnguéra _pe
de ,de
y ,ha
capital ,capital
todos ,todos
estos lugares ,ko'ã tendakuéra
comprobó en la calle ,comprobó  okaha _pe
el afecto , afecto
es ,oha'e *
en esta tierra ,ko yvy _pe
tanto ,tanto
en los despachos , despachos _pe
conoció los proyectos ,okuaakuri *  jejaposekuéra
los ,los
los turolenses preparan su futuro , turolenses ombosako'i * i_ tenonderã
inició su jornada ,oñepyrũkuri * hi'_ jornada
de ,de
título ,título
los aragoneses gustan , aragoneses okumby *
sumergió en el mar ,ombo'yguykuri *  yguasu _pe
de ,de
datos ,datos
genera la industria agrícola ,genera  industria agrícola
y ,ha
ganadera ,ganadera
representantes ,representantes
de todos los ,todos los _gui
sectores ,pehẽnguekuéra
con esta fuente ,ko ykua ndive
de ,de
riqueza ,mba'erepy
conversó ,oñomongetakuri *
acerca de la escasez ,omboja *  pokã _gua
de ,de
mano ,avatisoka
de ,de
obra ,apopyre
de la necesidad , tekotevẽ _gua
de ,de
la regulación , regulación
de los inmigrantes , inmigrantes _gua
y ,ha
de los problemas , problemas _gua
genera la despoblación ,genera  despoblación
la población , táva
de la provincia , teta'i _gui
de ,de
como ,añemboapyte *
no ,no
cansan ,omonguerái *
de ,de
sus ciudadanos ,i_ tetaguãnguéra
podría ,podría
completa ,oĩmbáva
ronda ,ronda
los ,los
habitantes ,oikóvakuéra
es ,oha'e *
decir ,decir
la mitad , ku'a
hace un siglo ,omba'apo * un siglo
los empresarios turolenses , empresarios turolenses
de las industrias cárnicas , industrias cárnicas _gui
auge ,auge
expresaron ,ho'ytakuri *
ante ,ante
su intención ,i_ pota
de ,de
sus negocios ,i_ ñemukuéra
no ,no
la producción , producción
sino ,sino
la transformación , transformación
y ,ha
la orientación , orientación
han ,oime *
los productos , tembiapokuekuéra
de ,de
calidad ,calidad
como en el caso ,ajepy'ajoko *  caso _pe
de el jamón , jamón _gui
de ,de
o ,térã
los aceites , ñandyrykuéra
bordo de un helicóptero ,bordo un helicóptero _gui
para ,opyta *
tiempo ,ára
en las distancias , mombyrykuekuéra _pe
separan a los pueblos ,opeka *  tetamakuéra _pe
viajó ,oguatakuri *
más ,más
tarde ,tarde
a la pequeña localidad , tenda karape _pe
de ,de
su entusiasta alcalde ,iñ_ alcalde entusiasta
está ,oĩ *
a el municipio , municipio _pe
lo ,lo
más ,más
de la sociedad , sociedad _gui
de la información , momarandu _gua
junto a sus colegas ,amboaty * ij_ irũnguéra _pe
de ,de
municipios ,municipios
de ,de
conecta su pueblo ,conecta i_ tetama
través ,través
de ,de
videoconferencias ,videoconferencias
similares ,similares
problemas ,problemas
de ,de
despoblación ,despoblación
o ,térã
envejecimiento ,envejecimiento
o ,térã
y ,ha
medio ,mbytere
de ,de
la ,la
elabora ,elabora
diarios ,ko'ẽregua
telemáticos ,telemáticos
el alcalde , alcalde
de este pueblo ,ko táva _gua
de ,de
habitantes ,yvypórakuéra
resumió las soluciones informáticas ,omombykykuri *  rykuéra informáticas
explicó ,omosakãkuri *
en una frase ,una frase _pe
cualquier municipio ,cualquier municipio
pequeño ,sa'i
puede ,opojái *
ser ,ser
el centro , apytere
de ,de
mundo ,arapy
fue ,ohokuri *
testigo ,techahára
de la forma , ta'anga _gua
trabajan las escuelas ,omba'apo *  escuelas
taller ,tembiapoha
para ,ojoko *
un patrimonio artístico ,un mba'e artístico
y ,ha
cultural ,cultural
ha ,oĩ *
de ,de
el turismo , turismo
de ,de
calidad ,calidad
quiere la zona ,opota *  zona
último ,último
conoció de la corporación municipal ,okuaakuri *  corporación municipal _gui
las necesidades , temikotevẽnguéra
sobre ,sobre
todo ,todo
capitulo de las infraestructuras ,capitulo  infraestructuras _gua
tiene la ciudad ,oguereko *  ciudad
para ,omombyta *
poder ,katu
el turismo cultural , turismo cultural
dirige su actividad ,osãmbyhy * h_# actividad
en el salón , salón _pe
de ,de
reuniones ,atyhakuéra
de ,de
vio ,vio
como los concejales ,añemboapyte *  concejales
de ,de
los ,los
cinco ,cinco
partidos ,ñembosaráikuéra
integran la corporación ,integran  corporación
coincidían ,oñe'ẽjojami *
la única ciudad , ciudad año
de ,de
la ,la
peninsular ,peninsular
no tiene ,norekoi *
conexión ,conexión
ferroviaria ,ferroviaria
y ,ha
la única provincia , teta'i año
no tiene en su territorio ,noguerekoi * hi'_ territorio _pe
un solo kilómetro ,un kilómetro ae
de ,de
autovía ,autovía
don ,remime'ẽ
visitó ,opoandukuri *
continuación ,uperiregua
la catedral , catedral
de la ciudad , ciudad _gua
como la capilla ,ha'u *  capilla
de el arte mudéjar , arte mudéjar _gua
y ,ha
paseó por el centro ,oguatakuri *  puru'ã rupi
con sus saludos ,i_ pojopykuéra ndive
a el entusiasmo popular , akãraku ka'avo _pe
llevó a las calles ,orahakuri *  okakuéra _pe
los ,los
habitantes ,yvypórakuéra
de ,de
don ,temime'ẽ
pernoctará ,oñembohupat *
hoy ,ko'ára
en esta ciudad ,ko ciudad _pe
una señora ,una tembireko
había ,oimemi *
a el saber , pokuaa _pe
dormía en la ciudad ,okemi *  ciudad _pe
mostraba ,mostraba
incrédula ,incrédula
ese detalle ,ku sa'iha
es ,oha'e *
para ,opyta *
el vicepresidente , vicepresidente
de ,de
operaciones ,operaciones
de ,de
la ,la
tendrá a su cargo ,orekot * hi'_ cargo _pe
de ,de
hoy ,ko'ára
las responsabilidades , ariguakuéra
y ,ha
el trabajo , tembiapo
realizaba el anterior titular ,ajapomi *  titular ange
de ,de
de ,de
el pasado , pasado
viernes ,viernes
renunció a su cargo ,ojepuru'akuri * ij_ cargo _pe
para ,opyta *
en el nuevo presidente , mburuvicha pyahu _pe
de ,de
los ,los
de ,de
regresó a la organización ,ojerekuri *  organización _pe
de ,de
la ,la
para ,ojoko *
la presidencia , presidencia
de ,de
operaciones ,operaciones
tendrá a su cargo ,oguerekot * hi'_ cargo _pe
la difícil tarea , mba'apo difícil
de ,de
la disciplina , disciplina
de la liga , liga _gua
y ,ha
jugadores ,jugadores
y ,ha
entrenadores ,entrenadores
en alguna falta ,alguna pokã _me
el nuevo titular , titular pyahu
de ,de
de ,de
atenderá ,oñangarekot *
problemas ,problemas
con el arbitraje , arbitraje ndive
la programación , programación
y ,ha
el calendario , arahechauka
y ,ha
tendrá ,oguerekot *
de sus actividades ,i_ actividades _gui
a la oficina , oficina _pe
de ,de
asistente ,asistente
de el comisionado , comisionado _gua
de ,de
la ,la
somos ,roha'e *
afortunados ,ka'avo
de ,de
casa a el perfecto sucesor ,omomenda *  perfecto sucesor _pe
de ,de
comentó ,comentó
ha ,oĩ *
presidente ,mburuvicha
de un equipo ,un equipo _gui
entrenador ,entrenador
asistente ,asistente
de ,de
entrenador ,entrenador
y ,ha
oficial ,oficial
ejecutivo ,ejecutivo
de ,de
la ,la
pienso ,pienso
tiene ,oguereko *
completo ,oĩmbáva
conocimiento ,tembikuaa
de su nuevo cargo ,hi'_ cargo pyahu _gui
renunció el pasado ,ojepuru'akuri *  pasado
de ,de
mayo ,mayo
como ,akaru *
gerente ,gerente
general ,pavẽ
de ,de
los ,los
de ,de
para ,omombyta *
la ,la
como ,ajepy'ajoko *
vicepresidente ,vicepresidente
de ,de
operaciones ,operaciones
en una primera instancia ,una instancia primera _pe
fue ,oha'ekuri *
para ,opyta *
los asuntos , asuntos
con el baloncesto , baloncesto ndive
de ,de
la ,la
perspectiva ,perspectiva
y ,ha
desarrollo ,jekakuaa
así ,ajapyhykuri *
como los eventos internacionales ,ajepy'ajoko *  eventos internacionales
tenía ,oguerekomi *
años ,arajerekuéra
fue ,ohokuri *
como ,ajepy'ajoko *
entrenador ,entrenador
de ,de
los ,los
de ,de
en el segundo entrenador , entrenador segundo _pe
más ,más
joven ,peky
en la historia , tembiasakue _pe
de la liga , liga _gui
los ,los
derrotaron ,ombojevykuri *
los ,los
de ,de
en la primera ronda , ronda primera _pe
eliminatoria ,eliminatoria
en esa temporada ,ku temporada _pe
de ,de
el campeonato contra , campeonato contra
los ,los
de ,de
en las semifinales , semifinales _pe
de ,de
la ,la
de ,de
una marca ,una pere
de ,de
en una temporada ,una temporada _pe
más ,más
los ,los
ingresó a la oficina ,oikekuri *  oficina _pe
de ,de
la ,la
de ,de
fue ,ohokuri *
director ,director
de ,de
operaciones ,operaciones
de ,de
profesional ,profesional
poco más ,poco más
tarde ,tarde
regresó ,ojevykuri *
como ,akaru *
entrenador ,entrenador
la ,la
de ,de
una marca ,una mbore
de ,de
dos ,dos
temporadas ,temporadas
de ,de
en la primera persona , ava primera _pe
los ,los
de el baloncesto profesional , baloncesto profesional _gua
el equipo , equipo
unió ,ojuajukuri *
la ,la
la ,la
de ,de
de ,de
anunció ,omomarandukuri *
hoy ,ko'ára
el esquema , esquema
de ,de
retención ,retención
de ,de
café ,café
elevará los precios de el producto ,omopu'ãt *  tepykuéra  tembiapokue _gui
la ,la
cumple ,omboaje *
así ,ajapyhykuri *
lo ,lo
de ,de
la ,la
de ,de
de ,de
en la reunión , aty _pe
de ,de
el pasado , pasado
de ,de
mayo ,mayo
la federación , joaty
en un comunicado ,un ñemomarandu _pe
recuerda ,omomarandu *
iniciará su retención ,oñepyrũt * hi'_ retención
uno ,ajuaju *
de ,de
octubre ,octubre
fecha ,fecha
la ,la
comienza su cosecha ,oypy * i_ remitỹngue
de ,de
café ,café
los firmantes , firmantes
de el acuerdo , jurupeteĩ _gua
de ,de
productores ,productores
para ,omombyta *
ciento ,ciento
de la producción exportable , producción exportable _gua
pactaron ,oñoñyrõkuri *
la ,la
de ,de
de ,de
junio ,junio
de el esquema , esquema _gua
aplicarán para su plan ,aplicarán ij_ plan g̃uarã
de ,de
retención ,retención
segundo ,segundo
cultivador ,cultivador
y ,ha
exportador ,exportador
de ,de
café ,café
de ,de
calculaba ,opapami *
exportaciones ,exportaciones
para los dos ,omombyta *  dos
años ,arajerekuéra
de ,de
retención ,retención
de ,de
cerca ,mongoraha
de ,de
millones ,millones
de ,de
sacas ,sacas
de ,de
kilos ,kilos
de ,de
los ,los
guardará un máximo ,oñangarekot * un máximo
de ,de
millones ,millones
de ,de
sacas ,sacas
no destinará ,no destinará
para ,omombyta *
consumo ,consumo
interno ,pypegua
establece el seguimiento de los anuncios ,omohenda *  seguimiento  marandukuéra _gua
de ,de
ventas ,ñemukuéra
el exterior para todos los exportadores , oka omombyta * todos los exportadores
registros ,teraryrukuéra
de ,de
venta ,mba'eñemu
y ,ha
la compra directa , joguapyre directa
parte ,mboja'opy
de ,de
de ,de
de un mínimo ,un mínimo _gui
de ,de
ciento ,ciento
de el café , café _gua
de la cosecha , mono'õmby _gui
destina ,destina
el grano , sa
guardará ,ombohyrut *
los ,los
de ,de
de ,de
y ,ha
identificará ,identificará
como ,añemboapyte *
en las bodegas , bodegas _pe
para ,ojoko *
las autoridades continuarán , mburuvichakuéra continuarán
el certificado , certificado
de ,de
origen ,ypy
de ,de
la ,la
de ,de
como ,ajepy'ajoko *
requisito ,ñeikotevẽva
para ,ojoko *
poder ,pokatu
los países cultivadores , tetãnguéra cultivadores
total ,oĩmbáva
representan ,omoha'anga *
ciento ,ciento
de la producción mundial , producción mundial _gua
de ,de
café ,café
acordaron ,acordaron
ciento ,ciento
de la producción , producción _gui
de ,de
y ,ha
meses ,jasykuéra
para ,opyta *
la cotización internacional , cotización internacional
de el grano , ta'ỹi _gua
embargo ,embargo
el precio externo , tepykue externo
anunció el pacto ,okuaaukakuri *  ñe'ẽme'ẽ
productores ,productores
vez ,jevy
de ,de
alza ,alza
ha ,oĩ *
a la baja , baja _pe
para el caso de el grano colombiano ,ojoko *  caso  sa colombiano _gua
la cotización , cotización
de ,de
hoy ,ko'ára
para ,omombyta *
entregas ,entregas
cayó ,okúikuri *
centavos ,centavos
de ,de
dólar ,dólar
libra ,libra
el valor , tepy
más ,más
bajo ,karape
de ,de
de el año , arajere _gui
pasado ,pasado
reciente ,angetegua
comenzó el periodo cafetero ,oypykuri *  periodo cafetero
octubre ,octubre
de ,de
septiembre ,septiembre
de ,de
caso de las cotizaciones ,ambojoaju *  cotizaciones _gui
en la bolsa , sapikua _pe
de ,de
y ,ha
de ,de
para los suaves centroamericanos ,omombyta *  centroamericanos sỹi
el precio , repy
de ,de
hoy ,ko'ára
fue ,ohokuri *
de ,de
centavos ,centavos
de ,de
dólar ,dólar
uno ,ajoapy *
de ,de
los ,los
más ,más
bajos ,pe
octubre ,octubre
de ,de
el presidente , mburuvicha
de ,de
la ,la
de ,de
anunció ,oñandukakuri *
hoy ,ko'ára
el borrador , borrador
de ,de
entrará ,osyryt *
de ,de
primeros ,primeros
de ,de
julio ,julio
para ,ojoko *
ser ,ser
y ,ha
pidió a los componentes ,ojerurekuri *  componentes _pe
de este órgano ,ko órgano _gua
diligencia ,kyre'ỹ
y ,ha
urgencia ,tagẽ
y ,ha
media ,mbytere
no pueden ,noikatui *
más ,más
fue ,oha'ekuri *
sobre este asunto ,ko asunto ári
por el presidente , mburuvicha _re
de ,de
en la reunión , atyha _pe
mantuvieron ,omongarukuri *
de ,de
la ,la
la ,la
hablaron ,oñomongetakuri *
sobre ,sobre
infraestructuras ,infraestructuras
como el tren ,añemboapyte *  tren
de ,de
alta ,puku
velocidad ,akuãngue
financiación ,financiación
autonómica ,autonómica
e ,ha
inmigración ,inmigración
de la entrevista , juecha _gua
insistió ,otu'ukuri *
ante ,ante
la prensa , jopyha
de ,de
agua ,y
es ,oha'e *
obligado ,obligado
para ,omombyta *
media ,mbytere
y ,ha
región ,yvy
recibió en el último año ,omoguahẽkuri *  arajere último _pe
hidrológico ,hidrológico
litros ,litros
metro ,ta'ãha
cuadrado ,cuadrado
de ,de
lluvia ,ama
y ,ha
presenta un déficit ,ogueru * un déficit
de ,de
hectómetros ,hectómetros
cúbicos ,cúbicos
anuales ,anuales
recordó la dependencia de la región ,omandu'akuri *  dependencia  yvy _gui
de las lluvias , amakuéra _gui
y ,ha
de el trasvase , trasvase _gui
en este año ,ko arajere _pe
ha ,oĩ *
los ,los
hectómetros ,hectómetros
cúbicos ,cúbicos
y ,ha
agobio ,agobio
para la agricultura ,omombyta *  agricultura
supone la escasez ,supone  pokã
de ,de
agua ,y
así ,apyhykuri *
como ,ajepy'ajoko *
riesgo ,kyhyjerã
de ,de
pérdida ,jerokañy
de ,de
masa ,masa
forestal ,forestal
de ,de
necesita ,okotevẽ *
agua para el consumo humano ,agua  consumo humano g̃uarã
la industria , industria
y ,ha
el turismo , turismo
así ,ajapyhykuri *
pidió ,ojerurekuri *
planteamiento ,ñemoĩ
riguroso ,tukumbo
y ,ha
definitivo ,opytaitéva
para ,opyta *
la escasez , pokã
de ,de
agua ,y
lo ,lo
calificó ,calificó
de ,de
gran ,gran
noticia ,momarandu
el compromiso , poroapytĩ
de ,de
para ,opyta *
el borrador , borrador
en la primera quincena , quincena primera _pe
de ,de
julio ,julio
de ,de
la ,la
de ,de
de ,de
para ,opyta *
un plan ,un plan
de este tipo ,ko tipo _gua
en este sentido ,ko andu _pe
dijo ,ho'ytakuri *
hoy ,ko'ára
hacía ,omba'apomi *
efectivo ,efectivo
el anuncio , marandu
de ,de
la ,la
de ,de
y ,ha
supuesto ,supuesto
la ,la
necesita ,okotevẽ *
agua ,y
la ,la
va ,oho *
de un instrumento ,un tembiporu _gui
importante ,importante
decisivo ,decisivo
y ,ha
definitivo ,opytaitéva
como ,akaru *
es ,oha'e *
refirió ,okuaaukakuri *
de ,de
indica ,indica
la necesidad , kotevẽ
de ,de
agua ,y
a las cuencas deficitarias , cuencas deficitarias _pe
y ,ha
cita ,cita
concreto ,concreto
trasvase ,trasvase
externo ,externo
para ,omombyta *
como ,ajepy'ajoko *
respuesta ,mbohovái
a el ser , ser _pe
si ,si
es ,oha'e *
partidario ,partidario
o ,térã
no ,no
de las derivaciones , derivaciones _gui
de ,de
agua ,y
no precisó ,nokotevẽikuri *
reiteró la importancia de la depuración ,reiteró  importancia  depuración _gua
de el río , ysyry _gui
el más , más
de ,de
y ,ha
recordó ,onga'ukuri *
aparte ,aparte
de el plan actual , plan ãgagua _gua
de ,de
depuración ,depuración
es ,oha'e *
necesario ,kotevẽpyre
uno ,ambojuaju *
más ,más
ambicioso ,taryrýi
de ,de
regeneración ,regeneración
de ,de
riberas ,tembe'ykuéra
y ,ha
reforestación ,reforestación
y ,ha
el ministro , ministro
de ,de
ha ,oĩ *
de este asunto ,ko asunto _gua
y ,ha
con el presidente , mburuvicha ndive
de ,de
la ,la
respecto a el próximo sistema ,respecto  sistema kyta'i _pe
de ,de
financiación ,financiación
autonómica ,autonómica
señaló ,omoma'ẽkuri *
los planteamientos , ñemoĩnguéra
de ,de
son ,pu
lógicos ,lógicos
y ,ha
sensatos ,akãguapy
mencionó ,omomandu'akuri *
matices ,matices
los ,los
entrará ,osyryt *
en el sentido , andu _pe
de ,de
no es ,noha'ei *
tanto ,tanto
el poder , katu
mayor ,guasuve
porcentaje ,porcentaje
de ,de
para ,opyta *
ser ,ser
por las comunidades , comunidades rupi
cuanto ,cuanto
nuevos ,pyahu
impuestos ,impuestos
de ,de
carácter ,teko
especial ,poravopyre
sobre ,sobre
infraestructuras ,infraestructuras
destacó el compromiso ,destacó  poroapytĩ
en la reunión , no'õ _me
de ,de
ritmo ,ritmo
y ,ha
las ,las
planificaciones ,planificaciones
para ,opyta *
todo ,todo
de un ferrocarril ,un ferrocarril _gua
de ,de
alta ,yvate
velocidad ,pyryrỹi
vistas ,techakuéra
progreso de estas comunidades ,apu'ã * ko'ã comunidades _gua
anunció ,okuaaukakuri *
la autopista , autopista
estará ,oikot *
en el primer trimestre , trimestre primer _pe
de ,de
y ,ha
la autovía , autovía
en el primer semestre , semestre primer _pe
de el mismo año , arajere ae _gua
y ,ha
coincidieron ,oñe'ẽjojakuri *
