las reservas , ñongatupykuéra
de ,de
forma ,ysaja
mayoritaria ,mayoritaria
de ,de
reforma ,ñemyatyrõ
económica ,económica
y ,ha
consideró ,consideró
todos los objetivos ,todos los objetivos
en esta cumbre ,ko ru'ã _me
aznar ,aznar
reconoció ,okuaakuri *
habría ,habría
más ,más
rápido ,pya'e
de ,de
pero ,jepéramo
consideró ,consideró
el resultado , tembiapokue
hoy ,ko'ára
en esta materia ,ko mba'e _pe
en la medida , ta'ãha _pe
el documento , kuatia
de ,de
conclusiones ,pahakuéra
compromete ,oporoapytĩ *
los ,los
de ,de
mercados ,ñemuhakuéra
y ,ha
y ,ha
de estas declaraciones ,ko'ã ñemombe'ukuéra _gua
escapó ,ojehekýikuri *
de ,de
tinta ,tinta
roja ,pytã
lanzó ,oitykuri *
joven ,pyahu
activista ,activista
de los grupos , atykuéra _gua
de ,de
apoyo a los presos ,ambojeko *  ñemoka'irãinguéra _pe
de ,de
estrelló ,estrelló
contra ,contra
la pared , ogyke
detenido ,detenido
de ,de
de ,de
la ,la
de la guerra , ñorairõ _gua
de ,de
esta semana ,ko arapokõindy
el futuro comandante , mburuvicha upeigua
de la fuerza multinacional , mbarete multinacional _gui
audiencia ,temirendu
y ,ha
de ,de
a su nuevo puesto ,i_ koty'i pyahu _pe
celebró ,oropurahéikuri *
la ,la
reunión ,ñemono'õ
de ,de
la ,la
de ,de
hombres ,avakuéra
y ,ha
de ,de
dirección ,dirección
de el partido , ñembosarái _gui
mantuvo un primer contacto ,orekokuri * un contacto primer
de ,de
federación ,joaty
importancia ,importancia
y ,ha
y ,ha
ex ,ex
presidente ,mburuvicha
reiteró ,reiteró
y ,ha
diversos colectivos leyeron un manifiesto ,diversos colectivos omoñe'ẽkuri * un manifiesto
de ,de
protesta ,mbohovái
contra ,contra
la guerra , ñorairõ
las sanciones económicas , ñembohepykuéra económicas
y ,ha
de ,de
los ,los
frente ,tova
de este país ,ko tetã _gua
aliados ,aliados
los ,los
el secretario general , pytyvõhára pavẽ
de ,de
presentó ,orukuri *
de ,de
de el acuerdo , ñe'ẽjoaju _gua
de ,de
trascendencia ,trascendencia
relación ,jokuaa
la ,la
de ,de
la ,la
de ,de
derechas ,akatúa
de ,de
recordó ,omomandu'akuri *
hoy ,ko'ára
no puede ,ndokuaai *
haber ,haber
una compatibilidad ,una compatibilidad
de ,de
trabajo ,mba'apoha
político ,político
vías ,tapekuéra
democráticas ,democráticas
pacíficas ,py'aguapy
códigos ,códigos
de ,de
imposición ,jejopy
lo ,lo
una eventual recuperación ,una recuperación tapiagua'ỹ
de ,de
período ,período
de ,de
distensión ,distensión
propició la tregua ,propició  pytu'u
dependerá ,osaingot *
sobre ,sobre
todo ,todo
participó ,omomarandukuri *
hoy ,ko'ára
en la reunión , ñembyaty _pe
celebra ,oropurahéi *
la ,la
de su partido ,i_ ñembosarái _gui
balance ,balance
y ,ha
cargos ,cargos
públicos ,pavẽ
de la reunión , ko'i _gui
de ,de
de ,de
prensa ,jopyha
la ,la
no puede ,ndopojáiri *
político ,político
es ,oha'e *
la ,la
porque ,ajeve
las vías deben , guatahakuéra deben
ser ,ser
claras ,satĩ
únicas ,año
e ,ha
inequívocas ,inequívocas
y ,ha
deben ,deben
ser ,ser
políticas ,políticas
y ,ha
democráticas ,democráticas
en este sentido ,ko andu _pe
con la ruptura , juavy ndive
de la tregua , pytu'u _gui
y ,ha
ha ,oĩ *
un elemento clave para ,un elemento clave ojoko *
los esfuerzos , jepytasokuéra
de las fuerzas nacionalistas , mbaretekuéra nacionalistas _gua
de ,de
de ,de
en su opinión ,i_ ñeimo'ã _me
son ,pu
los ,los
los efectos , ra'ykuekuéra
de ,de
la ,la
no ,no
distensión ,distensión
más ,más
han ,oime *
invertido ,invertido
la respuesta , mbohovái
de el presidente , mburuvicha _gua
de ,de
y ,ha
basada ,basada
la ,la
libre ,sãso
adhesión ,juaju
para el dirigente nacionalista ,omombyta *  myenondehára nacionalista
de ,de
va ,oho *
haber ,haber
profundidad ,typy
y ,ha
perspectiva ,perspectiva
de ,de
parte ,pehẽngue
de ,de
de ,de
un conflicto ,un conflicto
no tiene ,ndorekoi *
derecho ,karẽ'y
libre ,ae
y ,ha
su futuro ,i_ tenondegua
no parece ,nohi'ãi *
las posiciones , ñeĩhakuéra
de ,de
vista ,tesapyso
democrático ,democrático
si ,si
no es ,ndoha'ei *
posible ,ikatúva
a estas alturas ,ko'ã yvatekuekuéra _pe
la existencia , jeiko
de un conflicto ,un conflicto _gua
de ,de
naturaleza ,naturaleza
política ,política
es un indicador bien ,oha'e * un bien indicador
triste ,ombyasýva
a el parecer , ñeimo'ã _me
realizará ,ojapot *
entrenador ,entrenador
de ,de
no pudo ,ndokuaaikuri *
su partido ,i_ ñembosarái
número ,número
la ,la
como ,ajepy'ajoko *
jugador ,jugador
y ,ha
como ,ha'u *
técnico ,técnico
y ,ha
de ,de
descenso ,jeguejy
a el conjunto asturiano , aty asturiano _pe
de ,de
la ,la
casa ,ogapy
y ,ha
peor ,vaive
domicilio ,domicilio
lo ,lo
decidieron ,decidieron
autor ,apohare
de ,de
dos ,dos
tantos ,tantos
firmó ,firmó
uno ,añopẽ *
la ,la
presente ,oiméva
impuso ,impuso
y ,ha
consecutiva ,consecutiva
y ,ha
su historia ,i_ tembiasakue
terreno ,yvypegua
empates ,empates
y ,ha
y ,ha
dianas ,dianas
lo ,lo
va ,oho *
de ,de
volvió ,ojerekuri *
sentir ,sentir
el sabor , he
de ,de
cinco ,cinco
jornadas ,jornadas
consiguió un empate ,omoingokuri * un empate
frente ,syva
y ,ha
puso ,omoĩkuri *
fin ,hupytypyrã
madridista ,madridista
de ,de
de ,de
había ,oĩmi *
encadenado ,encadenado
victorias ,victorias
ligueras ,ligueras
consecutivas ,consecutivas
la primera vez , jevy primera
partido ,ñembosarái
de ,de
de ,de
gracias ,apoporãmbykuéra
dos ,dos
tantos ,tantos
hizo ,omba'apokuri *
puntos ,puntos
en su visita ,i_ temiandu _pe
y ,ha
arrebató el tercer puesto de la clasificación ,opohekýikuri *  koty'i tercer  ñemohenda _gui
fue el primer triunfo de el conjunto aragonés ,ohokuri *  pu'akave primer  no'õ aragonés _gua
cinco ,cinco
ocasiones ,jakuéra
y ,ha
de ,de
derrotas ,ñemboguevikuéra
y ,ha
dos ,dos
empates ,empates
ante ,ante
y ,ha
sigue ,omuña *
de ,de
derrotas ,mbuepotikuéra
y ,ha
entrenador ,entrenador
de ,de
ha ,oĩ *
ganado ,tymba
perdido ,perdido
las ,las
cinco ,cinco
veces ,jevykuéra
a el conjunto , no'õ _me
no pudo ,ndoikatuikuri *
casa ,ogapy
ante ,ante
y ,ha
aumentó ,ombohetakuri *
de ,de
jornadas ,jornadas
consecutivas ,consecutivas
sobre ,sobre
jornada ,jornada
de ,de
cinco ,cinco
puntos ,puntos
de ,de
sobre ,sobre
sirve ,omoangapyhy *
para ,ojoko *
de ,de
descenso ,jeguejy
y ,ha
de ,de
la ,la
de ,de
cinco ,cinco
jornadas ,jornadas
es ,oha'e *
preocupante ,preocupante
los hombres , avakuéra
no han ,noĩri *
ganado ,tymba
de ,de
últimos ,últimos
compromisos ,poroapytĩnguéra
ligueros ,ligueros
vencieron ,opu'akakuri *
y ,ha
sitúan en una zona ,omohenda * una zona _pe
de la tabla , yvyrape _gui
permite ,omoneĩ *
y ,ha
siguen a el borde ,omuña *  rembe'y _pe
de el abismo , tugua'ỹ _gua
domicilio ,domicilio
ser ,ser
más ,más
partidos ,ñembosaráikuéra
ha ,oime *
ganado ,tymba
no consigue ,nomoingoi *
de los puestos , koty'ikuéra _gui
de ,de
descenso ,jeguejy
de ,de
la ,la
día ,ára
de ,de
ayuda a el club ,opytyvõ *  klu _pe
contra ,contra
club ,klu
de ,de
para ,opyta *
de ,de
abril ,abril
informó ,omomarandukuri *
hoy ,ko'ára
el presidente donostiarra , mburuvicha donostiarra
suscitó la semana ,suscitó  arapokõindy
pasada ,jehasa
una gran polémica ,una polémica gran
en los últimos partidos , ñembosaráikuéra últimos _pe
la ,la
casa ,ogapy
había ,oĩmi *
a los socios , irũnguéra _pe
dos ,dos
entradas ,jeikekuéra
adicionales ,adicionales
de ,de
mil ,mil
pesetas ,pesetas
y ,ha
de ,de
compareció ,compareció
hoy ,ko'ára
rueda ,rueda
de ,de
prensa ,jopyha
de ,de
el día , ára
de ,de
ayuda a el club ,opytyvõ *  klu _pe
fue ,ohokuri *
adoptada ,adoptada
para ,omombyta *
de ,de
tranquilidad ,akãguapy
y ,ha
sosiego ,py'aguapy
necesario ,ñeikotevẽva
para ,ojoko *
el final , apy
de ,de
temporada ,temporada
es ,oha'e *
evidente ,evidente
de ,de
el día , ára
de ,de
ayuda a el club ,opytyvõ *  klu _pe
no ha ,noimei *
entendida ,entendida
y ,ha
ha ,oĩ *
un clima ,un clima
nada ,nada
beneficioso ,beneficioso
el presidente explicó , mburuvicha omohesakãkuri *
da ,ombojára *
todo tipo ,todo tipo
de ,de
polémicas ,polémicas
un clima ,un clima
de ,de
crispación ,crispación
en estos momentos ,ko'ã sapy'akuéra _pe
queremos ,jaja'e *
es ,oha'e *
tranquilidad ,py'aguapy
sosiego ,pytu'u
y ,ha
unión ,joaju
recalcó el máximo mandatario ,ojetu'ukuri *  mburuvicha tuichaiteve
realista ,realista
dijo ,ho'ytakuri *
no ,no
u ,térã
haya ,haya
interesado ,interesado
de ,de
a el frente , tenonde _pe
ratificó en su puesto ,ratificó i_ koty'i _pe
va ,oho *
de ,de
la ,la
de ,de
dudas ,py'amokõinguéra
tiene ,oguereko *
contrato ,contrato
de ,de
junio ,junio
de ,de
no presentará ,nokuave'ẽit *
alegaciones ,alegaciones
ante ,ante
a el jugador , ha'ãra _pe
los servicios jurídicos , pytyvõnguéra jurídicos
de el club , klu _gui
entienden ,okuaa *
función ,función
de las imágenes , ta'angakuéra _gua
de este encuentro ,ko ñuvaitĩ _gua
no existe ,noimei *
posibilidad ,ja
jurídica ,jurídica
ha ,oime *
de ,de
canales ,ygarapekuéra
temáticos ,temáticos
de ,de
televisión ,ta'angambyry
de ,de
desarrollará una página ,omongakuaat * una página
de ,de
colaboración ,pytyvõ
la ,la
el presidente , mburuvicha
y ,ha
el secretario general , pytyvõha pavẽ
de ,de
la ,la
visitaron ,opoandukuri *
hoy ,ko'ára
el centro , apytere
de ,de
producción ,producción
tiene ,oreko *
el estado , ñeĩ
de ,de
produce ,omoheñói *
canales ,ygarapekuéra
temáticos ,temáticos
como ,añemboapyte *
tiene ,oguereko *
proyecto ,ñeimo'ã
fútbol ,fútbol
de ,de
a los deportes , ñembosaráikuéra _pe
las autoridades estadounidenses , tendotakuéra estadounidenses
de ,de
reiteraron ,reiteraron
hoy ,ko'ára
los familiares , ogapeguakuéra
de el niño náufrago , mitã'i náufrago _gua
cubano ,cubano
escrito ,kuatia
si ,si
pierden una apelación ,omokañy * una apelación
para ,ojoko *
de ,de
sureste ,sureste
de ,de
de ,de
prensa ,jopyha
las leyes estadounidenses requieren , tembiapoukapykuéra estadounidenses requieren
garantías ,jeroviaukakuéra
escrito ,tembikuatia
de ,de
la persona , ava
tiene un permiso provisional ,oguereko * un permiso provisional
de ,de
estancia ,estancia
cumplirá con los términos ,omboajet *  apýrakuéra ndive
de ,de
mismo ,ae
las garantías , jeroviaukakuéra
buscamos ,romboguyguykuri *
de ,de
tío ,tio
abuelo ,ramói
de ,de
traspaso ,ñembohasa
de ,de
caso ,caso
de ,de
de ,de
apelaciones ,apelaciones
de ,de
una decisión adversa ,una decisión pane
precisó la funcionaria ,okotevẽkuri *  tembijokuái
garcía ,garcía
anunció ,oñandukakuri *
reunirá ,ombyatyt *
funcionarios ,tembijokuáikuéra
de ,de
y ,ha
de ,de
de ,de
los ,los
de ,de
de los familiares , ogapypeguakuéra _gua
negaron ,ombotovekuri *
hoy ,ko'ára
con la petición , jerure ndive
de ,de
la ,la
de el niño , mitã'i _gua
y ,ha
las medidas , ta'ãnguéra
a su padre ,i_ pa'i _pe
de ,de
estancia ,estancia
de ,de
repatriación ,repatriación
lo ,lo
reclama su padre ,reclama i_ túva
garcía ,garcía
resaltó ,ombokuaavekuri *
tiene ,oguereko *
autoridad ,mburuvicha
para ,ojoko *
alternativas ,alternativas
para ,ojoko *
más ,más
traumas ,traumas
a el niño , mitãkuimba'e _pe
uno ,ambojoja *
de ,de
sobrevivientes ,sobrevivientes
de un naufragio ,un naufragio _gui
de ,de
inmigrantes ,inmigrantes
ilegales ,kañy
cubanos ,cubanos
en las costas , yvy'ãnguéra _pe
de ,de
noviembre ,noviembre
pasado ,pasado
murió su madre ,opytupakuri * i_ sy
de ,de
hemos ,hemos
tratado ,oñoñe'ẽ
de ,de
sus intereses ,i_ kuaasekuéra
de ,de
una revisión ,una revisión
en la corte , kytĩ _me
de ,de
apelaciones ,apelaciones
la funcionaria instó , tembijokuái instó
las partes , marandukuéra
juntos ,juntos
para ,opyta *
los lazos , sãnguéra
padre ,túva
e ,ha
hijo ,ra'a
con las leyes , tembiapoukapykuéra ndive
de ,de
los ,los
de los familiares , ogapypeguakuéra _gui
de ,de
dijo a la prensa ,ho'ytakuri *  jopyha _pe
no ,no
sabe ,sabe
de ,de
órdenes ,ñemohendakuéra
la secretaria , pytyvõhára
de ,de
o ,térã
de ,de
o ,térã
de ,de
el presidente cubano apoya , mburuvicha cubano ombojeko *
los esfuerzos , ñeha'ãnguéra
de el padre , taita _gua
para ,omombyta *
a su hijo ,i_ ra'a _pe
preguntó ,oporandukuri *
quiere ,oja'e *
de esta familia ,ko ogagua _gui
referencia ,referencia
ha ,oĩ *
cuidado ,angareko
de el niño , mitãkuimba'e _gua
de ,de
noviembre ,noviembre
han ,oĩ *
negado ,negado
escrito ,tembikuatia
porque ,ajeve
no ha ,noĩri *
su día ,hi'_ ára
la ,la
el juez federal , yvyrajára federal
dictaminó ,dictaminó
hace ,omba'apo *
dos ,dos
semanas ,arapokõindykuéra
la secretaria , pytyvõhára
de ,de
tiene ,oguereko *
competencia ,competencia
y ,ha
con su padre ,i_ taita ndive
a la isla , ypa'ũ _me
los familiares , ogapeguakuéra
de ,de
han ,oĩ *
apelado ,apelado
ante ,ante
ante ,ante
de ,de
de ,de
estancia ,estancia
anunció ,omomarandukuri *
el tráfico , ñemu
de el puerto , ygarupa _gua
y ,ha
aeropuerto ,aeropuerto
internacional ,internacional
de ,de
el presidente , mburuvicha
de ,de
dijo ,ho'ytakuri *
la acción , tembiapo
sería ,sería
de ,de
el niño , mitã'i
de ,de
mayor ,tuichave
peligro ,mongyhyjeha
y ,ha
podría ,podría
a el fin , opa _pe
de ,de
semana ,arapokõindy
enero ,enero
para ,omombyta *
de ,de
el tránsito será , jehasa oha'et *
lento ,are
en los alrededores , jerekuéra _pe
de ,de
uno ,ajoapy *
de ,de
los ,los
de ,de
mayor ,kakuaa
tráfico ,ñemomýi
aéreo ,aéreo
y ,ha
está ,oĩ *
el puerto , ygarupa
de ,de
porque ,ajeve
es el día ,oha'e *  ára
de ,de
mayor ,kakuaa
actividad ,actividad
acciones ,tembiapokuéra
cívicas ,cívicas
no violentas ,ndapejasurui *
contra ,contra
de ,de
los ,los
estarían ,estarían
las instalaciones , ñemohendakuéra
de ,de
y ,ha
edificios ,ógakuéra
federales ,federales
de ,de
ante ,ante
mil ,mil
aficionados ,aficionados
partido ,ñembosarái
único ,año
campo ,ñu
neutral ,mbytepegua
porque ,ajeve
la ,la
no garantizaba la seguridad en el país balcánico ,no garantizaba  kyhyje'ỹ  tetã balcánico _me
sirvió ,opytyvõkuri *
para ,opyta *
de ,de
la ,la
disputará ,oñombohováit *
finales ,pahague
de ,de
y ,ha
principios ,ñepyrũnguéra
de ,de
ganó ,ganó
y ,ha
obtuvo la clasificación ,obtuvo  ñemohenda
para ,ojoko *
la ,la
la ,la
jugará ,oñembosaráit *
junto ,junto
y ,ha
defenderá ,opytyvõt *
ante ,ante
hace ,omba'apo *
dos ,dos
años ,arajerekuéra
el conjunto inglés fue , aty inglés ohokuri *
superior ,yvateve
principio de el partido ,añepyrũ *  ñembosarái _gua
todo ,todo
apuntaba a un envite ,apuntaba un envite _pe
área ,área
yugoslava ,yugoslava
contra ,contra
por su parte ,i_ vo rupi
y ,ha
profundidad ,typy
para ,opyta *
aprietos ,aprietos
meta ,meta
este panorama ,ko jesapysoha
de ,de
relativa ,relativa
igualdad ,tekojoja
rompió ,omondorokuri *
para ,omombyta *
de la red , kyha _gui
de la meta inglesa , hupytypyrã inglesa _gui
el mismo jugador , ha'ãra ae
yugoslavo ,yugoslavo
para ,omombyta *
el partido , ñembosarái
de la segunda parte , pehẽngue segunda _gua
pero ,jepéramo
de ,de
falta ,falta
directa ,directa
salió ,osẽkuri *
no permitió ,nomboajeikuri *
mayores ,kakuaave
confianzas ,jeroviakuéra
a su rival ,i_ javeve _pe
y ,ha
un penalti ,un penalti
cayó ,ho'akuri *
un nuevo tanto ,un tanto pyahu
de ,de
pesar ,mbyasy
de ,de
media ,mbytere
hora ,hora
de ,de
partido ,ñembosarái
emitió ,emitió
hoy ,ko'ára
el presidente , mburuvicha
de ,de
día ,ára
en la reunión , ñembuaty _pe
delegada ,delegada
de ,de
la ,la
denunció ,omombe'ukuri *
ayer ,ayer
miércoles ,miércoles
por el presidente , mburuvicha rupi
de ,de
la ,la
de ,de
la ,la
gallega ,gallega
ante ,ante
rivales ,ombohováiva
pidió ,ojerurekuri *
partidos ,ñembosaráikuéra
de ,de
favor ,ñepytyvõ
de ,de
casa ,ogapy
hacen ,omba'apo *
lo ,lo
mismo ,ae
afirma en su comunicado ,afirma i_ ñemomarandu _pe
el presidente , mburuvicha
nada ,nada
semejante ,ñeimo'ãva
de el ex presidente , mburuvicha ex _gua
de ,de
y ,ha
destaca ,destaca
de ,de
los ,los
equipos ,equipos
de ,de
encabezan la tabla ,omotenonde *  yvyrape
son ,pu
gallegos ,gallegos
por sus resultados ,i_ tembiapokuekuéra rehe
como ,ajepy'ajoko *
locales ,apegua
sino ,sino
porque ,ajeve
ganan ,ganan
encuentros ,ñuguaitĩnguéra
en sus partidos ,i_ ñembosaráikuéra _pe
como ,ajepy'ajoko *
visitantes ,visitantes
rechaza ,ombotove *
la ,la
de ,de
exigió ,exigió
especial ,poravopyre
árbitros ,árbitros
transmitió el malestar de los clubes ,ombohasakuri *  pijoha  klukuéra _gua
implicados ,implicados
manifestó a el presidente ,ho'ytakuri *  mburuvicha _pe
de ,de
la ,la
su intención ,i_ rembipota
de ,de
a las múltiples ocupaciones , tembiapokuéra múltiples _pe
lo ,lo
iniciaron ,oñepyrũkuri *
conversaciones ,ñe'ẽnguéra
para ,omombyta *
niega ,ombotove *
la ,la
de ,de
árbitros ,árbitros
sus puestos ,i_ koty'ikuéra
solidaridad ,jejoporu
señala el comunicado ,omoma'ẽ *  ñemomarandu
el director técnico , mburuvicha técnico
y ,ha
agradece ,agradece
la labor , tembiapo
desempeñó a el frente ,desempeñó  syva _pe
los ,los
últimos ,últimos
los ,los
problema ,problema
y ,ha
los ,los
ha ,oĩ *
actual ,ko'ãgagua
campeón ,campeón
de ,de
la ,la
de ,de
hockey ,hockey
sobre ,sobre
patines ,pysyryhakuéra
jugará ,ombojarut *
mañana ,pyhareve
en la pista , pypore _pe
de ,de
partido ,ñembosarái
y ,ha
última ,última
jornada ,jornada
de ,de
cuartos ,cuartos
de ,de
final ,pahague
su clasificación para la final ,i_ ñemohenda ojoko *  apýra
este encuentro ,ko ñuaitĩ
hace ,omba'apo *
dos ,dos
semanas ,arapokõindykuéra
problemas ,problemas
físicos ,físicos
para el partido ,ojoko *  ñembosarái
dependen ,osaingo *
de ,de
mismos ,ae
para ,omombyta *
la ,la
disputa de la final ,oñombohovái *  apy _gua
tablas ,yvyrapekuéra
enfrentan ,ombohovake *
pista ,pypore
italiana ,italiana
y ,ha
opciones ,poravokuéra
de ,de
clasificación ,ñemohenda
para ,ojoko *
en el grupo , aty _pe
todo ,todo
la clasificación hace , ñemohenda omba'apo *
jornadas ,jornadas
de ,de
los ,los
azulgrana ,azulgrana
viajan ,oguata *
de ,de
primeros ,primeros
o ,térã
segundos ,segundos
de ,de
grupo ,aty
de ,de
funciones ,funciones
abogó ,abogó
hoy ,ko'ára
la sequía , okyve'ỹ
común ,tapiagua
y ,ha
de ,de
fondos ,kupekuéra
estructurales ,estructurales
para ,opyta *
más ,más
agua con un plan ,agua un plan ndive
de ,de
inversión ,inversión
depuración ,depuración
y ,ha
reutilización ,reutilización
de ,de
aguas ,ykuéra
residuales ,residuales
plata ,pirapire
defendió ,opytyvõkuri *
un programa similar ,un programa similar
aprobado ,aprobado
anterior ,mboyvegua
dotación ,dotación
de ,de
millones ,millones
de ,de
aguas ,ykuéra
y ,ha
de las aguas residuales , ykuéra residuales _gui
de ,de
tendría ,tendría
de ,de
fondos ,tuguakuéra
estructurales ,estructurales
para la sequía ,ojoko *  kyve'ỹ
torno ,torno
millones ,millones
de ,de
pesetas ,pesetas
y ,ha
precisó ,okotevẽkuri *
no sería ,no sería
difícil ,difícil
dicho ,ñe'enga
plan ,plan
solicitó ,solicitó
la ,la
de ,de
emergencia ,emergencia
como ,ha'u *
consecuencia ,tapykuegua
de ,de
sequía ,okyve'ỹ
concede esa declaración ,ome'ẽ * upe ñemombe'u
de ,de
ciento ,ciento
de ,de
objetivo ,objetivo
uno ,añopẽ *
como ,añemboapyte *
plata ,pirapire
lo ,lo
ha ,oime *
cuenta en la elaboración ,opapa *  apopy _pe
de un memorándum ,un memorándum _gua
presentará ,oguerut *
la ,la
y ,ha
contienen ,contienen
medidas ,ta'ãhakuéra
para ,omombyta *
de ,de
sequía ,kyve'ỹ
de ,de
de los fondos extraordinarios , ruguakuéra tapiagua'ỹ _gui
demandó ,demandó
la ,la
un tratamiento igual ,un tratamiento jojaha
el norte , yvate
y ,ha
de ,de
caso ,caso
de ,de
problemas ,problemas
climatológicos ,climatológicos
inundaciones ,ysẽnguéra
en el norte , yvate _pe
y ,ha
es ,oha'e *
más ,más
lenta ,mbegue
hay ,oĩ *
sequía ,kyve'ỹ
quejó ,quejó
en este sentido ,ko andu _pe
la sequía , y'ỹ
de ,de
política ,política
agraria ,okaraygua
común ,tapiagua
para ,omombyta *
de ,de
fondos ,tuguakuéra
de ,de
la escasez , pokã
de ,de
agua ,y
es ,oha'e *
problema ,problema
estructural ,estructural
y ,ha
las consecuencias son , tapykueguakuéra oha'e *
multisectoriales ,multisectoriales
a el campo , okára _pe
tiene ,oguereko *
consecuencias ,tapykueguakuéra
sociales ,jojapy
y ,ha
medio ,mbytere
el jugador , ha'ãra
de ,de
hockey ,hockey
hielo ,yrypy'a
desmintió ,desmintió
hoy ,ko'ára
el anuncio , marandu
de ,de
boda ,ñemenda
fue la noticia ,oha'ekuri *  marandu
más ,más
sensacional ,sensacional
de el mundo , yvóra _gua
en las últimas semanas , arapokõindykuéra últimas _pe
la boda no entra en estos momentos , ñemenda ndoikei * ã sapy'akuéra _pe
la televisión comentó el hecho , ta'angambyry comentó  jehupyre
de ,de
el respectivo anuncio , marandu respectivo
hecho ,jehupyre
hace ,ojapo *
semanas ,arapokõindykuéra
y ,ha
no ,no
desmentido ,desmentido
parece ,ohi'ã *
ser ,ser
desinformación ,desinformación
interesada ,interesada
los rumores , je'ekuéra
sobre mi inminente boda ,che menda inminente ári
periodística ,periodística
no ,no
nos ,nos
proponíamos ,proponíamos
dijo ,ho'ytakuri *
soltero ,nomendáiva
de ,de
oro ,itaju
ruso ,ruso
más ,más
famoso ,famoso
a otro diario ,otro diario _pe
hoy ,ko'ára
día ,ára
encima ,ombojo'a *
de ,de
el jugador añadió , ha'ãra ojoapykuri *
sobre ,sobre
todo ,todo
sorprendió la noticia sobre el anillo ,omopy'andýikuri *  marandu  kuãirũ ári
de ,de
compromiso ,poroapytĩ
de ,de
de ,de
dólares ,dólares
la prensa , jopyha
él habría ,ha'e habría
años ,arajerekuéra
y ,ha
en el décimo puesto , koty'i décimo _pe
mundial ,mundial
pero ,jepéramo
la ,la
falta ,falta
con el tamaño , sa ndive
a este precio ,ko repy _pe
no entraría ,no entraría
en un camión ,un camión _pe
acaba ,omohu'ã *
de ,de
es la estrella ,oha'e *  mbyja
de ,de
juega ,oñembosarái *
la ,la
estadounidense ,estadounidense
y ,ha
de ,de
la ,la
misma ,ae
los rumores , je'ekuéra
sobre sus relaciones privadas ,i_ jokuaakuéra privadas ári
surgieron ,surgieron
residentes ,residentes
decían ,ho'ytami *
ser ,ser
buenos ,marangatu
amigos ,amigos
a los partidos , ñembosaráikuéra _pe
de ,de
y ,ha
hace ,omba'apo *
de ,de
boda ,menda
colapsó la prensa rusa ,colapsó  jopyha rusa
la oposición cristianodemócrata cosechó , ñembohovái cristianodemócrata omono'õkuri *
hoy ,ko'ára
duras ,mbarete
críticas ,críticas
de los partidos , ñembosaráikuéra _gua
socialdemócratas ,socialdemócratas
y ,ha
verdes ,aky
de ,de
de ,de
política ,política
exterior ,exterior
de el grupo parlamentario , aty parlamentario _gua
cristianodemócrata ,cristianodemócrata
los pueblos , tetamakuéra
hacía ,omba'apomi *
necesaria ,kotevẽpyre
su separación ,i_ jueja
occidente ,occidente
no puede ,ndokatui *
la convivencia pacífica , joguerekokuaa py'aguapy
de las personas , avaitekuéra _gui
sobre ,sobre
y ,ha
aludió ,aludió
han ,oime *
fronteras ,fronteras
fácticas ,fácticas
y ,ha
apuntó ,apuntó
de ,de
nuevas ,pyahu
fronteras ,fronteras
de ,de
un sistema regional ,un sistema regional
de ,de
seguridad ,kyhyje'ỹ
los ,los
la ,la
y ,ha
bajo la responsabilidad ,arojy *  arigua
de ,de
la ,la
como ,akaru *
mejor ,porãve
fórmula ,fórmula
para ,ojoko *
de los pequeños estados , ñeĩnguéra chu'i _gui
de la región , yvy _gua
de ,de
consideró la separación ,consideró  jueja
la ,la
y ,ha
hace el juego a el presidente yugoslavo ,omba'apo *  ñeha'ã  mburuvicha yugoslavo _pe
insistió ,otu'ukuri *
no ,no
debía ,debía
el objetivo , jejaporã
de ,de
y ,ha
aseguró ,omombaretekuri *
e ,ha
integridad ,integridad
territorial ,territorial
de ,de
la ,la
lo ,lo
de ,de
política ,política
exterior ,exterior
de ,de
de ,de
acusó ,acusó
de ,de
las resoluciones , tembiapoukapykuéra
de ,de
la ,la
relativas ,relativas
y ,ha
liberales ,liberales
advirtieron de el peligro ,omomarandukuri *  mongyhyjeha _gui
acarrearía la división ,acarrearía  ja'opy
de ,de
para ,opyta *
la región , yvy
si ,si
tiene ,oreko *
cuenta ,cuenta
de ,de
de ,de
volvió ,ojevykuri *
de ,de
la ,la
y ,ha
calificó ,calificó
de ,de
mitos ,mitos
las informaciones , momarandukuéra
han ,oime *
puesto ,koty'i
duda ,py'amokõi
por el gobierno , porukái _re
de ,de
de ,de
o ,térã
la llamada , tenói
operación ,operación
herradura ,herradura
mediante ,mediante
la ,la
de la provincia , teta'i _gua
de ,de
a la población albanesa , tetã albanesa _me
abogó ,abogó
sanciones ,jepykuéra
contra ,contra
y ,ha
mostró ,mostró
partidario ,partidario
de ,de
con el fin , tekorã _ndi
de ,de
a la población civil , táva civil _pe
y ,ha
a la oposición , ñembohovái _pe
un aficionado inglés falleció ,un aficionado inglés opytupakuri *
hoy ,ko'ára
como ,ha'u *
consecuencia ,tapykuegua
sufrió en los violentos enfrentamientos ,orasykuri *  ñembohovakekuéra violentos _pe
de ,de
y ,ha
informó el canal ,omomarandukuri *  ygarape
de ,de
televisión ,ta'angambyry
acudió ,acudió
el encuentro , juaju
de ,de
ida ,jeho
de ,de
la ,la
de ,de
la ,la
disputarán ,oñombohováit *
mañana ,pyharevekue
murió ,opytupakuri *
heridas ,jejapikuéra
de ,de
arma ,pojoapy
